				T (K)	Heating time	P (GPa)		Mgpv		fp		Capv		Pressure medium	Gold
Cell49-n1			1600	8 min 24 s	32.75 (1.15)	152.720 (53)	68.260 (31)	42.594 (96)	36.333 (14)	61.216 (6)
(Neon)				1792	10 min 38 s	32.03 (1.16)	152.841 (50)	68.369 (29)	42.576 (100)	36.401 (14)	61.672 (9)
				1959	9 min 16 s	33.85 (1.15)	152.843 (31)	68.303 (19)	42.606 (61)	36.355 (8)	61.547 (7)
				2127	6 min 26 s	34.72 (1.15)	153.066 (30)	68.386 (20)	42.713 (54)	36.460 (9)	61.627 (6)
Total heating duration:		2192	6 min 52 s	36.65 (1.16)	153.129 (33)	68.419 (21)	42.571 (65)	36.453 (11)	61.323 (8)
 1 hour				300			27.56 (0.05)	150.080 (31)	66.994 (18)	41.678 (82)	36.340 (5)	60.320 (8)
								
Cell33-n7			1784	1 min		33.03 (1.18)	152.460 (156)	67.809 (80)	42.056 (461)	36.727 (61)	61.444 (14)
(Neon)				1749	3 min 56 s	32.55 (1.21)	152.969 (112)	67.995 (65)	42.028 (355)	36.876 (28)	61.490 (20)
				1869	1 min 47 s	33.13 (1.19)	153.142 (95)	68.132 (58)	42.510 (396)	36.896 (25)	61.557 (15)
				1975	2 min 24 s	33.14 (1.17)	153.612 (105)	68.319 (53)	42.598 (306)	36.961 (22)	61.725 (12)
				2103	3 min 20 s	34.56 (1.15)	153.366 (59)	68.316 (33)	42.682 (148)	36.798 (17)	61.625 (7)
Total heating duration:		2050	2 min 38 s	34.09 (1.16)	153.776 (64)	68.549 (37)	42.822 (151)	36.805 (13)	61.640 (10)
 20 min				2073			33.69 (1.19)	154.168 (103)	68.642 (69)	42.757 (181)	36.774 (12)	61.764 (15)
								
cell22-n11			2017	1 min 16 s	33.26 (1.15)	152.678 (63)	68.075 (43)	42.486 (163)	36.611 (18)	61.767 (7)
(Neon)				2423	50 s		36.17 (1.23)	154.604 (100)	68.687 (47)	43.134 (323)	36.662 (30)	61.790 (23)
				300			30.95 (0.13)	149.078(37)	66.225 (25)	41.364 (104)	36.050 (11)	59.687 (22)
				1466	1 min		35.16 (1.33)	151.618(63)	67.242 (36)	42.080 (142)	36.225 (17)	60.529 (40)
															and 37.196 (14)	
				1684	56 s		35.35 (1.28)	151.790 (48)	67.365 (34)	42.231 (81)	36.123 (18)	60.813 (32)
															and 36.809 (27)	
				1881	20 s		35.77 (1.35)	152.366 (59)	67.631 (32)	42.408 (97)	36.128 (18)	61.026 (46)
															and 36.989 (36)	
				2168	32 s		37.46 (1.31)	153.045 (63)	67.950 (26)	42.628 (86)	36.117 (21)	61.118 (38)
															and 36.847 (48)	
				2117	1 min 4 s	36.57 (1.27)	153.038 (60)	67.965 (27)	42.649 (92)	36.138 (16)	61.223 (31)
															and 37.073 (28)	
				2270	26 s		36.31 (1.21)	153.689 (85)	68.142 (46)	42.805 (133)	36.139 (31)	61.516 (20)
															and 36.879 (91)	
				2319	22 s		36.50 (1.24)	154.020 (69)	68.272 (34)	42.876 (93)	36.205 (21)	61.553 (27)
															and 37.235 (15)	
				2304	40 s		36.93 (1.21)	153.494 (50)	67.933 (31)	42.673 (65)	36.199 (19)	61.438 (19)
Total heating duration:													and 37.122 (25)	
 20 min				300			33.15 (0.67)	149.082 (72)	65.850 (54)	41.507 (194)	36.203 (11)	59.296 (115)

Different spot			1576	50 s		33.98 (1.26)	152.086 (44)	67.478 (40)	42.250 (94)	36.874 (25)	60.927 (29)
				1688	32 s		34.34 (1.27)	152.608 (49)	67.738 (46)	42.588 (129)	36.667 (25)	61.024 (29)
				1933	1 min 18 s	34.96 (1.19)	153.171 (42)	68.041 (30)	42.571 (87)	36.731 (22)	61.271 (13)
Total heating duration:		2096	1 min 14 s	35.77 (1.25)	153.636 (63)	68.182 (36)	42.580 (174)	36.794 (63)	61.357 (27)
 1h 20 min			300			32.62 (0.11)	148.886 (51)	65.695 (48)	41.309  (110)	36.156 (14)	59.390 (19)
								
cell49-n2 (Neon)		1891	1 min 52 s	40.12 (1.28)	150.504 (57)	66.758 (30)	41.611 (117)	34.469 (32)	60.190 (29)
				2025	1 min 54 s	40.81 (1.23)	150.602 (32)	66.804 (18)	41.645 (58)	34.239 (50)	60.249 (20)
Total heating duration:		2018	44 s		40.38 (1.25)	150.540 (41)	66.821 (23)	41.602 (78)	34.353 (53)	60.321 (23)
 10 min 			300			33.92 (0.14)	147.128 (58)	65.212 (37)	40.678 (143)	34.100 (16)	59.163 (24)

P increase			2005	1 min 50 s	50.87 (1.2)	145.700 (51)	64.119 (39)	40.439 (65)	32.070 (56)	58.489 (10)
				2153	1 min		49.78 (1.17)	146.034 (49)	64.313 (50)	40.503 (62)	32.113 (21)	58.844 (5)
				2310	54 s		50.79 (1.17)	146.226 (55)	64.377 (59)	40.491 (91)	32.212 (18)	58.873 (6)
				2387	1 min 30 s	51.77 (1.17)	146.050 (60)	64.273 (59)	40.471 (60)	32.161 (23)	58.809 (6)
Total heating duration:		2335	20 s		51.36 (1.17)	146.170 (62)	64.283 (51)	40.454 (70)	32.170 (19)	58.811 (5)
 38 min				300			43.39 (0.05)	143.206 (71)	62.908 (74)	39.862 (127)	32.007 (16)	57.659 (6)

Different spot			1395	4 min 26 s	51.99 (1.26)	144.363 (34)	63.584 (18)	39.995 (59)	31.843 (17)	57.613 (17)
				1637	2 min 50 s	49.97 (1.24)	144.737 (67)	63.642 (32)	40.115 (139)	31.840 (35)	58.193 (15)
				1754	1 min		50.08 (1.22)	144.969 (58)	63.754 (26)	40.197 (140)	31.845 (37)	58.314 (12)
				1818	2 min 46 s	49.72 (1.21)	145.072 (45)	63.846 (22)	40.161 (115)	31.911 (28)	58.446 (11)
				1942	1 min 56 s	49.74 (1.22)	145.376 (54)	63.961 (27)	40.259 (125)	31.919 (22)	58.592 (13)
				2015	56 s		49.50 (1.19)	145.634 (41)	64.124 (20)	40.296 (120)	31.921 (12)	58.719 (7)
				2110	2 min		49.96 (1.22)	145.829 (46)	64.228 (23)	40.438 (113)	32.180 (34)	58.762 (14)
				2162	50 s		49.99 (1.21)	146.056 (48)	64.349 (24)	40.506 (106)	32.233 (12)	58.822 (12)
				2294	28 s		50.44 (1.20)	146.336 (39)	64.464 (21)	40.591 (80)	32.177 (15)	58.912 (10)
				2236	54 s		50.60 (1.20)	146.214 (37)	64.386 (18)	40.507 (62)	32.119 (12)	58.813 (9)
