pressure_gpa,volume_a3,volume_ratio
0.00000000000000,31.1199709696737,0.999999067148898
2.84435491069518,30.7900522799719,0.989397566837142
6.06342256682104,30.4372241347921,0.978059901503603
9.70558361141427,30.0614501266787,0.965984901242890
13.8264907104528,29.6626706838480,0.953170651794601
18.4900105229277,29.2412636542284,0.939629294801682
23.7696101078072,28.7974310908621,0.925367322971146
29.7500107480883,28.3315694398309,0.910397475572973
36.5291678030957,27.8441735239720,0.894735653083933
44.2206497003069,27.3358268854794,0.878400606859877
52.9565077013624,26.8071915379103,0.861413609830023
62.8907518683982,26.2589974800337,0.843798119538359
74.2035793884617,25.6920324711006,0.825579449585495
87.1065413469239,25.1071319560093,0.806784445887190
101.848886255709,24.5051698794401,0.787441191498717
118.725387366029,23.8870501822732,0.767578733363535
138.086051875264,23.2536992406738,0.747226839353272
160.348231729044,22.6060592910132,0.726415786986286
186.011819296999,21.9450828680744,0.705176184706761
215.678433059038,21.2717282526865,0.683538825600465
250.075801945491,20.5869559018894,0.661534572682823
290.088975987260,19.8917258192544,0.639194274397635
336.800575052227,19.1870016032248,0.616548894705167
391.543110189891,18.4737205639859,0.593628552827311
455.967583810983,17.7528515584277,0.570464381697547
532.134263393017,17.0253376675081,0.547086685973911
