source_table,temperature_k,pressure_gpa,log10_fugacity
Table S4,2200.0,32.0,1.24159504287
Table S4,2200.0,33.0,1.45914655599238
Table S4,2200.0,34.0,1.6757790486436
Table S4,2200.0,35.0,1.89150490212052
Table S4,2200.0,36.0,2.10633634406217
Table S4,2200.0,37.0,2.3202854346784
Table S4,2200.0,38.0,2.53336405603821
Table S4,2200.0,39.0,2.74558390391026
Table S4,2200.0,40.0,2.95695648173355
Table S4,2200.0,41.0,3.16749309636538
Table S4,2200.0,42.0,3.37720485531169
Table S4,2200.0,43.0,3.58610266519236
Table S4,2200.0,44.0,3.79419723123351
Table S4,2200.0,45.0,4.00149905761201
Table S4,2200.0,46.0,4.20801844850473
Table S4,2200.0,47.0,4.41475646397132
Table S4,2200.0,48.0,4.62168316841637
Table S4,2200.0,49.0,4.82777879564832
Table S4,2200.0,50.0,5.03305544193721
Table S4,2200.0,51.0,5.23752489290277
Table S4,2200.0,52.0,5.44119863452923
Table S4,2200.0,53.0,5.64408786371595
Table S4,2200.0,54.0,5.84620349838294
Table S4,2200.0,55.0,6.04755618715058
Table S4,2200.0,56.0,6.24815631861189
Table S4,2200.0,57.0,6.44801403021556
Table S4,2200.0,58.0,6.64713921677718
Table S4,2200.0,59.0,6.84554153863543
Table S4,2200.0,60.0,7.04323042946965
Table S4,2200.0,61.0,7.24021510379412
Table S4,2200.0,62.0,7.43650456414416
Table S4,2200.0,63.0,7.63210760796816
Table S4,2200.0,64.0,7.82703283423928
Table S4,2200.0,65.0,8.02128864979971
Table S4,2200.0,66.0,8.21488327544995
Table S4,2200.0,67.0,8.40782475179492
Table S4,2200.0,68.0,8.60012094485804
Table S4,2200.0,69.0,8.79177955147405
Table S4,2200.0,70.0,8.98280810447079
Table S4,2200.0,71.0,9.1732139776494
Table S4,2200.0,72.0,9.36300439057238
Table S4,2200.0,73.0,9.55218641316807
Table S4,2200.0,74.0,9.74076697015986
Table S4,2200.0,75.0,9.9287528453282
Table S4,2200.0,76.0,10.1161506856125
Table S4,2200.0,77.0,10.3029670050608
Table S4,2200.0,78.0,10.4892081886328
Table S4,2200.0,79.0,10.6748804958637
Table S4,2200.0,80.0,10.859990064395
Table S4,2200.0,81.0,11.0445429133771
Table S4,2200.0,82.0,11.22854494675
Table S4,2200.0,83.0,11.4120019564072
Table S4,2200.0,84.0,11.5949196252482
Table S4,2200.0,85.0,11.7773035301228
Table S4,2200.0,86.0,11.9591591446743
Table S4,2200.0,87.0,12.1404918420833
Table S4,2200.0,88.0,12.3213068977177
Table S4,2200.0,89.0,12.5016094916929
Table S4,2200.0,90.0,12.6814047113448
Table S4,2200.0,91.0,12.8606975536199
Table S4,2200.0,92.0,13.0394929273865
Table S4,2200.0,93.0,13.2177956556684
Table S4,2200.0,94.0,13.3956104778061
Table S4,2200.0,95.0,13.5729420515471
Table S4,2200.0,96.0,13.7497949550689
Table S4,2200.0,97.0,13.9261736889368
Table S4,2200.0,98.0,14.1020826779992
Table S4,2200.0,99.0,14.2775262732229
Table S4,2200.0,100.0,14.4525087534713
Table S4,2300.0,0.0,-5.68560656005792
Table S4,2300.0,1.0,-5.45498645678918
Table S4,2300.0,2.0,-5.22228685768902
Table S4,2300.0,3.0,-4.988530602666
Table S4,2300.0,4.0,-4.754356376995
Table S4,2300.0,5.0,-4.52018903533392
Table S4,2300.0,6.0,-4.28632281686159
Table S4,2300.0,7.0,-4.05296702446543
Table S4,2300.0,8.0,-3.82027318576647
Table S4,2300.0,9.0,-3.58835217371268
Table S4,2300.0,10.0,-3.35728549016968
Table S4,2300.0,11.0,-3.12713296890079
Table S4,2300.0,12.0,-2.89793818619714
Table S4,2300.0,13.0,-2.66973235188538
Table S4,2300.0,14.0,-2.44253716334715
Table S4,2300.0,15.0,-2.21636693435849
Table S4,2300.0,16.0,-1.99123020605499
Table S4,2300.0,17.0,-1.76713098129102
Table S4,2300.0,18.0,-1.54406968074505
Table S4,2300.0,19.0,-1.32204389054402
Table S4,2300.0,20.0,-1.10104895173572
Table S4,2300.0,21.0,-0.88107842845393
Table S4,2300.0,22.0,-0.662124482110848
Table S4,2300.0,23.0,-0.444178172139425
Table S4,2300.0,24.0,-0.227229698862236
Table S4,2300.0,25.0,-0.0112686004264395
Table S4,2300.0,26.0,0.203716086960725
Table S4,2300.0,27.0,0.417735698294503
Table S4,2300.0,28.0,0.630801832874728
Table S4,2300.0,29.0,0.842926266770049
Table S4,2300.0,30.0,1.0541208810787
Table S4,2300.0,31.0,1.26439760312937
Table S4,2300.0,32.0,1.47376835832111
Table S4,2300.0,33.0,1.68224503073947
Table S4,2300.0,34.0,1.88983943103315
Table S4,2300.0,35.0,2.09656327031293
Table S4,2300.0,36.0,2.30242813905702
Table S4,2300.0,37.0,2.50744549018604
Table S4,2300.0,38.0,2.71162662561636
Table S4,2300.0,39.0,2.91498268571841
Table S4,2300.0,40.0,3.11752464120331
Table S4,2300.0,41.0,3.3192632870403
Table S4,2300.0,42.0,3.52020923807249
Table S4,2300.0,43.0,3.7203729260525
Table S4,2300.0,44.0,3.91976459786417
Table S4,2300.0,45.0,4.11839431473341
Table S4,2300.0,46.0,4.31627195226246
Table S4,2300.0,47.0,4.51340720114759
Table S4,2300.0,48.0,4.70980956846187
Table S4,2300.0,49.0,4.90623776684628
Table S4,2300.0,50.0,5.10266634337756
Table S4,2300.0,51.0,5.29832140718943
Table S4,2300.0,52.0,5.49321395228353
Table S4,2300.0,53.0,5.6873546979685
Table S4,2300.0,54.0,5.88075409827447
Table S4,2300.0,55.0,6.07342235098992
Table S4,2300.0,56.0,6.26536940633501
Table S4,2300.0,57.0,6.45660497528551
Table S4,2300.0,58.0,6.64713853756127
Table S4,2300.0,59.0,6.83697934929302
Table S4,2300.0,60.0,7.02613645038094
Table S4,2300.0,61.0,7.21461867155789
Table S4,2300.0,62.0,7.40243464117016
Table S4,2300.0,63.0,7.58959279168787
Table S4,2300.0,64.0,7.77610136595678
Table S4,2300.0,65.0,7.96196842320293
Table S4,2300.0,66.0,8.14720184480093
Table S4,2300.0,67.0,8.33180933981635
Table S4,2300.0,68.0,8.51579845033227
Table S4,2300.0,69.0,8.69917655656941
Table S4,2300.0,70.0,8.88195088180918
Table S4,2300.0,71.0,9.06412849712814
Table S4,2300.0,72.0,9.24571632595236
Table S4,2300.0,73.0,9.42672114843961
Table S4,2300.0,74.0,9.60714960569686
Table S4,2300.0,75.0,9.78700820384041
Table S4,2300.0,76.0,9.96630331790543
Table S4,2300.0,77.0,10.1450411956116
Table S4,2300.0,78.0,10.3232279609909
Table S4,2300.0,79.0,10.5008696178838
Table S4,2300.0,80.0,10.6779720533089
Table S4,2300.0,81.0,10.8545410407126
Table S4,2300.0,82.0,11.0305822431021
Table S4,2300.0,83.0,11.2061012160689
Table S4,2300.0,84.0,11.3811034107051
Table S4,2300.0,85.0,11.5555941764191
Table S4,2300.0,86.0,11.7295787636532
Table S4,2300.0,87.0,11.9030623265084
Table S4,2300.0,88.0,12.0760499252791
Table S4,2300.0,89.0,12.2485465289028
Table S4,2300.0,90.0,12.4205570173266
Table S4,2300.0,91.0,12.5920861837952
Table S4,2300.0,92.0,12.7631387370634
Table S4,2300.0,93.0,12.9337193035345
Table S4,2300.0,94.0,13.1038324293306
Table S4,2300.0,95.0,13.2734825822943
Table S4,2300.0,96.0,13.4426741539264
Table S4,2300.0,97.0,13.6114114612621
Table S4,2300.0,98.0,13.7796987486864
Table S4,2300.0,99.0,13.9475401896936
Table S4,2300.0,100.0,14.1149398885907
Table S4,2400.0,0.0,-5.17531290364711
Table S4,2400.0,1.0,-4.95807996667197
Table S4,2400.0,2.0,-4.73745560976072
Table S4,2400.0,3.0,-4.51501252122527
Table S4,2400.0,4.0,-4.29165129865647
Table S4,2400.0,5.0,-4.06794224927525
Table S4,2400.0,6.0,-3.84426841386899
Table S4,2400.0,7.0,-3.62089697809236
Table S4,2400.0,8.0,-3.39801907916895
Table S4,2400.0,9.0,-3.17577374565598
Table S4,2400.0,10.0,-2.9542631209716
Table S4,2400.0,11.0,-2.73356256800147
Table S4,2400.0,12.0,-2.5137276078558
Table S4,2400.0,13.0,-2.29479881809397
Table S4,2400.0,14.0,-2.07680537052175
Table S4,2400.0,15.0,-1.85976763606075
Table S4,2400.0,16.0,-1.64369913439532
Table S4,2400.0,17.0,-1.4286080139149
Table S4,2400.0,18.0,-1.21449818890754
Table S4,2400.0,19.0,-1.00137022272674
Table S4,2400.0,20.0,-0.789222020088002
Table S4,2400.0,21.0,-0.578049374191939
Table S4,2400.0,22.0,-0.367846402223848
Table S4,2400.0,23.0,-0.158605894184245
Table S4,2400.0,24.0,0.0496804061675772
Table S4,2400.0,25.0,0.257021573969316
Table S4,2400.0,26.0,0.463427318535705
Table S4,2400.0,27.0,0.668907832757264
Table S4,2400.0,28.0,0.873473669972111
Table S4,2400.0,29.0,1.07713564307948
Table S4,2400.0,30.0,1.27990474174839
Table S4,2400.0,31.0,1.48179206441374
Table S4,2400.0,32.0,1.6828087624059
Table S4,2400.0,33.0,1.8829659940724
Table S4,2400.0,34.0,2.08227488715549
Table S4,2400.0,35.0,2.28074650801105
Table S4,2400.0,36.0,2.47839183651128
Table S4,2400.0,37.0,2.67522174568048
Table S4,2400.0,38.0,2.87124698527935
Table S4,2400.0,39.0,3.06647816868926
Table S4,2400.0,40.0,3.26092576255729
Table S4,2400.0,41.0,3.45460007875367
Table S4,2400.0,42.0,3.64751126826677
Table S4,2400.0,43.0,3.83966931672198
Table S4,2400.0,44.0,4.03108404126147
Table S4,2400.0,45.0,4.22176508856324
Table S4,2400.0,46.0,4.41172193381311
Table S4,2400.0,47.0,4.60096388047233
Table S4,2400.0,48.0,4.78950006070761
Table S4,2400.0,49.0,4.97733943637106
Table S4,2400.0,50.0,5.16449080043461
Table S4,2400.0,51.0,5.35096277879801
Table S4,2400.0,52.0,5.53726353679572
Table S4,2400.0,53.0,5.72337241024257
Table S4,2400.0,54.0,5.90876978695353
Table S4,2400.0,55.0,6.09346543907489
Table S4,2400.0,56.0,6.27746890337329
Table S4,2400.0,57.0,6.46078948898636
Table S4,2400.0,58.0,6.64343628487701
Table S4,2400.0,59.0,6.82541816700164
Table S4,2400.0,60.0,7.0067438052026
Table S4,2400.0,61.0,7.18742166983519
Table S4,2400.0,62.0,7.3674600381392
Table S4,2400.0,63.0,7.54686700036524
Table S4,2400.0,64.0,7.72565046566542
Table S4,2400.0,65.0,7.90381816775793
Table S4,2400.0,66.0,8.08137767037491
Table S4,2400.0,67.0,8.25833637250239
Table S4,2400.0,68.0,8.43470151342107
Table S4,2400.0,69.0,8.61048017755626
Table S4,2400.0,70.0,8.78567929914489
Table S4,2400.0,71.0,8.96030566672754
Table S4,2400.0,72.0,9.13436592747266
Table S4,2400.0,73.0,9.30786659134014
Table S4,2400.0,74.0,9.48081403509119
Table S4,2400.0,75.0,9.6532145061508
Table S4,2400.0,76.0,9.82507412632914
Table S4,2400.0,77.0,9.99639889540788
Table S4,2400.0,78.0,10.167194694597
Table S4,2400.0,79.0,10.3374672898677
Table S4,2400.0,80.0,10.5072223351665
Table S4,2400.0,81.0,10.6764653755153
Table S4,2400.0,82.0,10.8452018500025
Table S4,2400.0,83.0,11.0134370946699
Table S4,2400.0,84.0,11.1811763452985
Table S4,2400.0,85.0,11.3484247400986
Table S4,2400.0,86.0,11.5151873223082
Table S4,2400.0,87.0,11.681469042702
Table S4,2400.0,88.0,11.8472747620159
Table S4,2400.0,89.0,12.0126092532906
Table S4,2400.0,90.0,12.177477204136
Table S4,2400.0,91.0,12.3418832189212
Table S4,2400.0,92.0,12.5058318208925
Table S4,2400.0,93.0,12.6693274542215
Table S4,2400.0,94.0,12.8323744859875
Table S4,2400.0,95.0,12.9949772080952
Table S4,2400.0,96.0,13.1571398391313
Table S4,2400.0,97.0,13.3188665261625
Table S4,2400.0,98.0,13.4801613464756
Table S4,2400.0,99.0,13.6410283092637
Table S4,2400.0,100.0,13.8014713572599
Table S4,2500.0,0.0,-4.70584273862394
Table S4,2500.0,1.0,-4.50313152676587
Table S4,2500.0,2.0,-4.29467044440417
Table S4,2500.0,3.0,-4.08325704206052
Table S4,2500.0,4.0,-3.8702503569382
Table S4,2500.0,5.0,-3.65644630882329
Table S4,2500.0,6.0,-3.44235572072005
Table S4,2500.0,7.0,-3.2283248452433
Table S4,2500.0,8.0,-3.01459686886996
Table S4,2500.0,9.0,-2.80134671080499
Table S4,2500.0,10.0,-2.58870218203024
Table S4,2500.0,11.0,-2.37675755574872
Table S4,2500.0,12.0,-2.16558263696896
Table S4,2500.0,13.0,-1.95522902627849
Table S4,2500.0,14.0,-1.74573456319851
Table S4,2500.0,15.0,-1.53712654906979
Table S4,2500.0,16.0,-1.32942412894743
Table S4,2500.0,17.0,-1.12264008034381
Table S4,2500.0,18.0,-0.916782175165245
Table S4,2500.0,19.0,-0.711854229152457
Table S4,2500.0,20.0,-0.507856919006894
Table S4,2500.0,21.0,-0.304788424471932
Table S4,2500.0,22.0,-0.102644936933169
Table S4,2500.0,23.0,0.0985789348613916
Table S4,2500.0,24.0,0.298889839140838
Table S4,2500.0,25.0,0.498295418293686
Table S4,2500.0,26.0,0.696804095766555
Table S4,2500.0,27.0,0.89442490257485
Table S4,2500.0,28.0,1.09116733557907
Table S4,2500.0,29.0,1.28704124138464
Table S4,2500.0,30.0,1.48205672102156
Table S4,2500.0,31.0,1.67622405155809
Table S4,2500.0,32.0,1.86955362157555
Table S4,2500.0,33.0,2.06205587803487
Table S4,2500.0,34.0,2.25374128253933
Table S4,2500.0,35.0,2.44462027537306
Table S4,2500.0,36.0,2.63470324599332
Table S4,2500.0,37.0,2.82400050889323
Table S4,2500.0,38.0,3.0125222839436
Table S4,2500.0,39.0,3.20027868047806
Table S4,2500.0,40.0,3.38727968451143
Table S4,2500.0,41.0,3.57353514858439
Table S4,2500.0,42.0,3.75905478381173
Table S4,2500.0,43.0,3.94384815378051
Table S4,2500.0,44.0,4.12792467000195
Table S4,2500.0,45.0,4.31129358866797
Table S4,2500.0,46.0,4.49396400850276
Table S4,2500.0,47.0,4.67594486953243
Table S4,2500.0,48.0,4.85724495262327
Table S4,2500.0,49.0,5.0378728796621
Table S4,2500.0,50.0,5.21783711427126
Table S4,2500.0,51.0,5.39714596296748
Table S4,2500.0,52.0,5.57580757668701
Table S4,2500.0,53.0,5.7538299526115
Table S4,2500.0,54.0,5.93152418207099
Table S4,2500.0,55.0,6.10887303359904
Table S4,2500.0,56.0,6.28555666180471
Table S4,2500.0,57.0,6.46158399437973
Table S4,2500.0,58.0,6.63696374975416
Table S4,2500.0,59.0,6.81170444374992
Table S4,2500.0,60.0,6.98581439599372
Table S4,2500.0,61.0,7.15930173609647
Table S4,2500.0,62.0,7.33217440960664
Table S4,2500.0,63.0,7.50444018374488
Table S4,2500.0,64.0,7.67610665292767
Table S4,2500.0,65.0,7.84718124408729
Table S4,2500.0,66.0,8.01767122179567
Table S4,2500.0,67.0,8.18758369319946
Table S4,2500.0,68.0,8.35692561277345
Table S4,2500.0,69.0,8.52570378689935
Table S4,2500.0,70.0,8.69392487827673
Table S4,2500.0,71.0,8.86159541017279
Table S4,2500.0,72.0,9.02872177051738
Table S4,2500.0,73.0,9.19531021584929
Table S4,2500.0,74.0,9.36136687512003
Table S4,2500.0,75.0,9.52689775336064
Table S4,2500.0,76.0,9.69190873521716
Table S4,2500.0,77.0,9.85640558836009
Table S4,2500.0,78.0,10.0203939667728
Table S4,2500.0,79.0,10.1838794139243
Table S4,2500.0,80.0,10.3468673658298
Table S4,2500.0,81.0,10.5093631540056
Table S4,2500.0,82.0,10.6713720083203
Table S4,2500.0,83.0,10.8328990597485
Table S4,2500.0,84.0,10.9939493430299
Table S4,2500.0,85.0,11.1545277992368
Table S4,2500.0,86.0,11.3146392782561
Table S4,2500.0,87.0,11.4742885411868
Table S4,2500.0,88.0,11.6334802626569
Table S4,2500.0,89.0,11.7922190330643
Table S4,2500.0,90.0,11.9505093607426
Table S4,2500.0,91.0,12.1083556740567
Table S4,2500.0,92.0,12.2657623234288
Table S4,2500.0,93.0,12.4227335833001
Table S4,2500.0,94.0,12.5792736540283
Table S4,2500.0,95.0,12.7353866637244
Table S4,2500.0,96.0,12.8910766700317
Table S4,2500.0,97.0,13.046347661848
Table S4,2500.0,98.0,13.2012035609941
Table S4,2500.0,99.0,13.3556482238298
Table S4,2500.0,100.0,13.5096854428202
Table S4,2600.0,0.0,-4.27248566217931
Table S4,2600.0,1.0,-4.09036300316508
Table S4,2600.0,2.0,-3.89494585987786
Table S4,2600.0,3.0,-3.69462612126648
Table S4,2600.0,4.0,-3.49172768145493
Table S4,2600.0,5.0,-3.28743143323676
Table S4,2600.0,6.0,-3.08244344258561
Table S4,2600.0,7.0,-2.87722259427269
Table S4,2600.0,8.0,-2.67208265934384
Table S4,2600.0,9.0,-2.46724546381587
Table S4,2600.0,10.0,-2.2628714020704
Table S4,2600.0,11.0,-2.05907818716639
Table S4,2600.0,12.0,-1.85595297607109
Table S4,2600.0,13.0,-1.65356052775648
Table S4,2600.0,14.0,-1.45194886900547
Table S4,2600.0,15.0,-1.2511533327841
Table S4,2600.0,16.0,-1.05119949955375
Table S4,2600.0,17.0,-0.852105379051744
Table S4,2600.0,18.0,-0.653883054148084
Table S4,2600.0,19.0,-0.456539936206714
Table S4,2600.0,20.0,-0.260079735056481
Table S4,2600.0,21.0,-0.0645032161599461
Table S4,2600.0,22.0,0.130191203003304
Table S4,2600.0,23.0,0.324006979472592
Table S4,2600.0,24.0,0.51694906630602
Table S4,2600.0,25.0,0.709023608143387
Table S4,2600.0,26.0,0.900237695026125
Table S4,2600.0,27.0,1.09059916239663
Table S4,2600.0,28.0,1.28011642796077
Table S4,2600.0,29.0,1.46879835816487
Table S4,2600.0,30.0,1.65665415860259
Table S4,2600.0,31.0,1.84369328386065
Table S4,2600.0,32.0,2.02992536323168
Table S4,2600.0,33.0,2.21536013943585
Table S4,2600.0,34.0,2.40000741805019
Table S4,2600.0,35.0,2.58387702578408
Table S4,2600.0,36.0,2.76697877608625
Table S4,2600.0,37.0,2.9493224408465
Table S4,2600.0,38.0,3.13091772717679
Table S4,2600.0,39.0,3.31177425843549
Table S4,2600.0,40.0,3.49190155880323
Table S4,2600.0,41.0,3.67130904083659
Table S4,2600.0,42.0,3.85000599552191
Table S4,2600.0,43.0,4.02800158443055
Table S4,2600.0,44.0,4.20530483364151
Table S4,2600.0,45.0,4.3819246291514
Table S4,2600.0,46.0,4.55786971353582
Table S4,2600.0,47.0,4.73314868366339
Table S4,2600.0,48.0,4.90776998929444
Table S4,2600.0,49.0,5.08174193242231
Table S4,2600.0,50.0,5.2550726672367
Table S4,2600.0,51.0,5.42777020060678
Table S4,2600.0,52.0,5.59984239299721
Table S4,2600.0,53.0,5.77129695974304
Table S4,2600.0,54.0,5.94214147262065
Table S4,2600.0,55.0,6.11238336166085
Table S4,2600.0,56.0,6.28202991715872
Table S4,2600.0,57.0,6.45119019437034
Table S4,2600.0,58.0,6.61985056361302
Table S4,2600.0,59.0,6.7878959892141
Table S4,2600.0,60.0,6.9553344570242
Table S4,2600.0,61.0,7.12217377224221
Table S4,2600.0,62.0,7.28842156493555
Table S4,2600.0,63.0,7.45408529537078
Table S4,2600.0,64.0,7.61917225915946
Table S4,2600.0,65.0,7.7836895922246
Table S4,2600.0,66.0,7.94764427559311
Table S4,2600.0,67.0,8.11104314001979
Table S4,2600.0,68.0,8.27389287044832
Table S4,2600.0,69.0,8.43620001031487
Table S4,2600.0,70.0,8.59797096569985
Table S4,2600.0,71.0,8.75921200933302
Table S4,2600.0,72.0,8.91992928445748
Table S4,2600.0,73.0,9.08012880855768
Table S4,2600.0,74.0,9.2398164769564
Table S4,2600.0,75.0,9.39899806628575
Table S4,2600.0,76.0,9.55767923783695
Table S4,2600.0,77.0,9.71586554079346
Table S4,2600.0,78.0,9.87356241535198
Table S4,2600.0,79.0,10.0307751957356
Table S4,2600.0,80.0,10.1875091131035
Table S4,2600.0,81.0,10.3437692983605
Table S4,2600.0,82.0,10.4995607848716
Table S4,2600.0,83.0,10.6548885110834
Table S4,2600.0,84.0,10.8097573230582
Table S4,2600.0,85.0,10.9641719769225
Table S4,2600.0,86.0,11.118137141233
Table S4,2600.0,87.0,11.2716573992654
Table S4,2600.0,88.0,11.4247372512267
Table S4,2600.0,89.0,11.5773811163948
Table S4,2600.0,90.0,11.7295933351886
Table S4,2600.0,91.0,11.8813781711708
Table S4,2600.0,92.0,12.0327398129856
Table S4,2600.0,93.0,12.1836823762352
Table S4,2600.0,94.0,12.3342099052951
Table S4,2600.0,95.0,12.4843263750732
Table S4,2600.0,96.0,12.6340356927124
Table S4,2600.0,97.0,12.7833416992403
Table S4,2600.0,98.0,12.9322481711678
Table S4,2600.0,99.0,13.0807588220376
Table S4,2600.0,100.0,13.2288773039257
Table S5,1000.0,0.0,-15.5598999286323
Table S5,1000.0,1.0,-15.0936328024553
Table S5,1000.0,2.0,-14.6299226341142
Table S5,1000.0,3.0,-14.1686493891988
Table S5,1000.0,4.0,-13.7097037706947
Table S5,1000.0,5.0,-13.2529858581629
Table S5,1000.0,6.0,-12.7984039641396
Table S5,1000.0,7.0,-12.3458736668069
Table S5,1000.0,8.0,-11.8953169867282
Table S5,1000.0,9.0,-11.4466616821374
Table S5,1000.0,10.0,-10.9998406424237
Table S5,1000.0,11.0,-10.5547913634563
Table S5,1000.0,12.0,-10.1114554915189
Table S5,1000.0,13.0,-9.66977842508484
Table S5,1000.0,14.0,-9.22970896561285
Table S5,1000.0,15.0,-8.79119901009641
Table S5,1000.0,16.0,-8.35420327934621
Table S5,1000.0,17.0,-7.91867907699185
Table S5,1000.0,18.0,-7.48458607500475
Table S5,1000.0,19.0,-7.05188612221068
Table S5,1000.0,20.0,-6.62054307280767
Table S5,1000.0,21.0,-6.19052263235558
Table S5,1000.0,22.0,-5.76179221907779
Table S5,1000.0,23.0,-5.33432083862652
Table S5,1000.0,24.0,-4.90807897072393
Table S5,1000.0,25.0,-4.48303846630959
Table S5,1000.0,26.0,-4.05917245400945
Table S5,1000.0,27.0,-3.63645525489799
Table S5,1000.0,28.0,-3.21486230465736
Table S5,1000.0,29.0,-2.79437008235129
Table S5,1000.0,30.0,-2.37495604512792
Table S5,1000.0,31.0,-1.95659856824944
Table S5,1000.0,32.0,-1.53927688991767
Table S5,1000.0,33.0,-1.12297106042728
Table S5,1000.0,34.0,-0.707661895231462
Table S5,1000.0,35.0,-0.293330931552011
Table S5,1000.0,36.0,0.120039611793671
Table S5,1000.0,37.0,0.53246687164068
Table S5,1000.0,38.0,0.943967375060632
Table S5,1000.0,39.0,1.35455707151499
Table S5,1000.0,40.0,1.7642513627872
Table S5,1000.0,41.0,2.17306513088169
Table S5,1000.0,42.0,2.58101276405931
Table S5,1000.0,43.0,2.98810818116181
Table S5,1000.0,44.0,3.39436485436353
Table S5,1000.0,45.0,3.79979583047513
Table S5,1000.0,46.0,4.20441375091265
Table S5,1000.0,47.0,4.60823087043464
Table S5,1000.0,48.0,5.01125907474072
Table S5,1000.0,49.0,5.41350989701687
Table S5,1000.0,50.0,5.81499453350479
Table S5,1000.0,51.0,6.2157238581663
Table S5,1000.0,52.0,6.61570843650752
Table S5,1000.0,53.0,7.01495853862211
Table S5,1000.0,54.0,7.41348415150794
Table S5,1000.0,55.0,7.81129499070695
Table S5,1000.0,56.0,8.20840051131421
Table S5,1000.0,57.0,8.60480991839825
Table S5,1000.0,58.0,9.00053217687139
Table S5,1000.0,59.0,9.39557602084608
Table S5,1000.0,60.0,9.78994996251014
Table S5,1000.0,61.0,10.1836623005513
Table S5,1000.0,62.0,10.57672112816
Table S5,1000.0,63.0,10.9691343406351
Table S5,1000.0,64.0,11.3609096426183
Table S5,1000.0,65.0,11.7520545549794
Table S5,1000.0,66.0,12.1425764213717
Table S5,1000.0,67.0,12.5324824144798
Table S5,1000.0,68.0,12.9217795419749
Table S5,1000.0,69.0,13.3104746521962
Table S5,1000.0,70.0,13.6985744395735
Table S5,1000.0,71.0,14.086085449806
Table S5,1000.0,72.0,14.4730140848093
Table S5,1000.0,73.0,14.8593666074463
Table S5,1000.0,74.0,15.2451491460501
Table S5,1000.0,75.0,15.630367698754
Table S5,1000.0,76.0,16.0150281376351
Table S5,1000.0,77.0,16.3991362126847
Table S5,1000.0,78.0,16.782697555612
Table S5,1000.0,79.0,17.1657176834915
Table S5,1000.0,80.0,17.5482020022605
Table S5,1000.0,81.0,17.9301558100759
Table S5,1000.0,82.0,18.3115843005363
Table S5,1000.0,83.0,18.6924925657762
Table S5,1000.0,84.0,19.0728855994389
Table S5,1000.0,85.0,19.4527682995341
Table S5,1000.0,86.0,19.8321454711847
Table S5,1000.0,87.0,20.2110218292704
Table S5,1000.0,88.0,20.589402000969798
Table S5,1000.0,89.0,20.9672905282083
Table S5,1000.0,90.0,21.3446918700155
Table S5,1000.0,91.0,21.7216104047958
Table S5,1000.0,92.0,22.098050432516
Table S5,1000.0,93.0,22.4740161768149
Table S5,1000.0,94.0,22.8495117870369
Table S5,1000.0,95.0,23.224541340194
Table S5,1000.0,96.0,23.5991088428588
Table S5,1000.0,97.0,23.9732182329917
Table S5,1000.0,98.0,24.3468733817053
Table S5,1000.0,99.0,24.7200780949681
Table S5,1000.0,100.0,25.0928361152513
Table S5,1100.0,0.0,-13.3369565404066
Table S5,1100.0,1.0,-12.9116799736901
Table S5,1100.0,2.0,-12.4888045455949
Table S5,1100.0,3.0,-12.0682134746068
Table S5,1100.0,4.0,-11.6498007961975
Table S5,1100.0,5.0,-11.2334699446458
Table S5,1100.0,6.0,-10.8191325688715
Table S5,1100.0,7.0,-10.4067075366929
Table S5,1100.0,8.0,-9.99612009198202
Table S5,1100.0,9.0,-9.58730113681203
Table S5,1100.0,10.0,-9.18018661649967
Table S5,1100.0,11.0,-8.77471698991887
Table S5,1100.0,12.0,-8.37083677092533
Table S5,1100.0,13.0,-7.9684941294367
Table S5,1100.0,14.0,-7.56764054284054
Table S5,1100.0,15.0,-7.16823049008669
Table S5,1100.0,16.0,-6.7702211821636
Table S5,1100.0,17.0,-6.37357232373573
Table S5,1100.0,18.0,-5.97824590158877
Table S5,1100.0,19.0,-5.58420599623594
Table S5,1100.0,20.0,-5.19141861361524
Table S5,1100.0,21.0,-4.79985153428136
Table S5,1100.0,22.0,-4.40947417788645
Table S5,1100.0,23.0,-4.02025748106856
Table S5,1100.0,24.0,-3.6321737871362
Table S5,1100.0,25.0,-3.24519674616389
Table S5,1100.0,26.0,-2.85930122430339
Table S5,1100.0,27.0,-2.47446322127578
Table S5,1100.0,28.0,-2.0906597951455
Table S5,1100.0,29.0,-1.707868993593
Table S5,1100.0,30.0,-1.32606979100124
Table S5,1100.0,31.0,-0.94524203075602
Table S5,1100.0,32.0,-0.565366372232412
Table S5,1100.0,33.0,-0.186424242002514
Table S5,1100.0,34.0,0.191602211146463
Table S5,1100.0,35.0,0.56873015774761
Table S5,1100.0,36.0,0.944976126066317
Table S5,1100.0,37.0,1.32035603767644
Table S5,1100.0,38.0,1.69488524045697
Table S5,1100.0,39.0,2.06857853923839
Table S5,1100.0,40.0,2.44145022430396
Table S5,1100.0,41.0,2.81351409792999
Table S5,1100.0,42.0,3.18478349913076
Table S5,1100.0,43.0,3.55527132675691
Table S5,1100.0,44.0,3.92499006108214
Table S5,1100.0,45.0,4.29395178399941
Table S5,1100.0,46.0,4.66216819793697
Table S5,1100.0,47.0,5.0296506435938
Table S5,1100.0,48.0,5.3964101165851
Table S5,1100.0,49.0,5.76245728308027
Table S5,1100.0,50.0,6.12780249450835
Table S5,1100.0,51.0,6.49245580139944
Table S5,1100.0,52.0,6.85642696642448
Table S5,1100.0,53.0,7.21972547669081
