pressure_gpa,volume_a3,volume_ratio
0.00000000000000,60.4089748381456,0.999999583475072
2.84435491069518,59.8012294173331,0.989939072279513
6.06342256682104,59.1558639887756,0.979255806068229
9.70558361141427,58.4731751034611,0.967954693894306
13.8264907104528,57.7536106392894,0.956043149850013
18.4900105229277,56.9977911666562,0.943531446748931
23.7696101078072,56.2063791422717,0.930430550783355
29.7500107480883,55.3800580552427,0.916751776312183
36.5291678030957,54.5198991772706,0.902512856979434
44.2206497003069,53.6267703298728,0.887728158550427
52.9565077013624,52.7016635120520,0.872414102402821
62.8907518683982,51.7456038982836,0.856587659095227
74.2035793884617,50.7596367046007,0.840266130950698
87.1065413469239,49.7448157102995,0.823466962047037
101.848886255709,48.7022653853423,0.806208766662953
118.725387366029,47.6328977211324,0.788506641744317
138.086051875264,46.5377997685472,0.770378582140861
160.348231729044,45.4179771874893,0.751841235370380
186.011819296999,44.2744104510633,0.732910832012834
215.678433059038,43.1080519953337,0.713603138527929
250.075801945491,41.9198250979681,0.693933438692382
290.088975987260,40.7106219579490,0.673916501811800
336.800575052227,39.4813048852757,0.653566602414801
391.543110189891,38.2327064828270,0.632897523263537
455.967583810983,36.9656311532539,0.611922580298530
532.134263393017,35.6808570705479,0.590654655275669
