pressure_gpa,volume_ratio,pressure_digitization_uncertainty_gpa,volume_ratio_digitization_uncertainty
24.0204,0.904706,0.9,0.0050
36.4566,0.869412,0.9,0.0050
42.7598,0.850588,0.9,0.0050
46.5077,0.847647,0.9,0.0050
51.1073,0.834118,0.9,0.0050
63.8842,0.805882,0.9,0.0050
71.2095,0.792353,0.9,0.0050
79.0460,0.778235,0.9,0.0050
