run,pressure_gpa,volume_a3_per_formula_unit
1,0.7,69.031
1,1.3,66.804
1,1.9,64.771
1,2.5,63.409
2,0.2,71.013
2,0.27,70.653
2,0.43,69.949
2,0.54,69.481
2,0.79,68.568
2,1.07,67.529
2,1.4,66.635
2,1.46,66.292
2,1.64,65.817
2,1.8,65.28
2,2.1,64.536
2,2.3,63.933
3,0.16,71.043
3,0.26,70.517
3,0.36,70.145
3,0.64,69.005
3,0.86,68.186
3,1.3,66.753
3,1.6,65.914
3,2.2,64.296
4,1.0,67.248
4,1.1,67.276
4,1.8,65.002
4,2.2,64.29
4,2.3,63.933
4,2.4,63.683
