pressure_gpa,volume_a3,volume_ratio
0.00000000000000,74.6984630715952,1.00000619925025
2.84435491069518,73.4331368844774,0.983066974811607
6.06342256682104,72.1249262541420,0.965553646070068
9.70558361141427,70.7767549679203,0.947505354466255
13.8264907104528,69.3915244326850,0.928960941828229
18.4900105229277,67.9720379439414,0.909957936543701
23.7696101078072,66.5210089967093,0.890532664819798
29.7500107480883,65.0411275460076,0.870721137728019
36.5291678030957,63.5348248127662,0.850555902604704
44.2206497003069,62.0044574596134,0.830068508656369
52.9565077013624,60.4524427055115,0.809291315771660
62.8907518683982,58.8806682598007,0.788249595167216
74.2035793884617,57.2913145577395,0.766972536851583
87.1065413469239,55.6863294316558,0.745486216922218
101.848886255709,54.0675650803865,0.723815431208151
118.725387366029,52.4367850387420,0.701983788571876
138.086051875264,50.7956715476298,0.680013809574952
160.348231729044,49.1458331809345,0.657927028580879
186.011819296999,47.4888126052580,0.635744097636590
215.678433059038,45.8260943960768,0.613484891109223
250.075801945491,44.1591128648232,0.591168610469131
290.088975987260,42.4892598782378,0.568813888969420
336.800575052227,40.8178926740580,0.546438896276447
391.543110189891,39.1463416968139,0.524061443369486
455.967583810983,37.4759184952673,0.501699088265647
532.134263393017,35.8079011902057,0.479368941473743
