experiment,run_number,phase,measurement_sequence,unit_cell_volume_a3,unit_cell_volume_standard_error_a3
DAC-1,82,hcp-Fe,,18.42333,0.00457
DAC-1,82,Pt,last,52.63398,0.01380
DAC-1,83,Pt,first,52.60331,0.01137
DAC-1,83,Ta,,29.62308,0.00638
DAC-1,83,Cu,,37.55300,0.05899
DAC-1,83,Au,,56.02518,0.02226
DAC-1,83,W,,27.59174,0.04356
DAC-1,83,Mo,,26.70361,0.03666
DAC-1,83,hcp-Fe,,18.39938,0.00961
DAC-1,83,Pt,last,52.59488,0.01040
DAC-1,84,Pt,first,52.54495,0.00973
DAC-1,84,Ta,,29.57739,0.01160
DAC-1,84,Cu,,37.48908,0.05908
DAC-1,84,Au,,55.93807,0.02384
DAC-1,84,W,,27.55656,0.04098
DAC-1,84,Mo,,26.66985,0.03687
DAC-1,84,hcp-Fe,,18.38583,0.01034
DAC-1,84,Pt,last,52.54049,0.00953
DAC-1,85,Pt,first,52.50691,0.01181
DAC-1,85,Ta,,29.53654,0.00671
DAC-1,85,Cu,,37.44191,0.05551
DAC-1,85,Au,,55.87923,0.02292
DAC-1,85,W,,27.53162,0.04190
DAC-1,85,Mo,,26.63880,0.03984
DAC-1,85,hcp-Fe,,18.36762,0.00572
DAC-1,85,Pt,last,52.49848,0.01295
DAC-1,86,Pt,first,52.46977,0.01459
DAC-1,86,Ta,,29.50581,0.00876
DAC-1,86,Cu,,37.40629,0.05788
DAC-1,86,Au,,55.83381,0.02414
DAC-1,86,W,,27.50517,0.04338
DAC-1,86,Mo,,26.59762,0.04113
DAC-1,86,hcp-Fe,,18.35246,0.00530
DAC-1,86,Pt,last,52.46439,0.01389
DAC-1,87,Pt,first,52.43215,0.01342
DAC-1,87,Ta,,29.46765,0.00855
DAC-1,87,Cu,,37.36857,0.06084
DAC-1,87,Au,,55.78368,0.02999
DAC-1,87,W,,27.48039,0.04248
DAC-1,87,Mo,,26.59268,0.03721
DAC-1,87,hcp-Fe,,18.33514,0.02253
DAC-1,87,Pt,last,52.42397,0.01353
DAC-1,88,Pt,first,52.39172,0.01656
DAC-1,88,Ta,,29.43398,0.01170
DAC-1,88,Cu,,37.33149,0.06032
DAC-1,88,Au,,55.72599,0.03348
DAC-1,88,W,,27.45379,0.04236
DAC-1,88,Mo,,26.55265,0.04973
DAC-1,88,hcp-Fe,,18.31836,0.01817
DAC-1,88,Pt,last,52.38576,0.01580
DAC-1,89,Pt,first,52.35226,0.00928
DAC-1,89,Ta,,29.40239,0.01211
DAC-1,89,Cu,,37.29018,0.05981
DAC-1,89,Au,,55.67342,0.03505
DAC-1,89,W,,27.42755,0.04387
DAC-1,89,Mo,,26.52394,0.03844
DAC-1,89,hcp-Fe,,18.29896,0.02039
DAC-1,89,Pt,last,52.34795,0.00855
DAC-1,90,Pt,first,52.30060,0.01189
DAC-1,90,Ta,,29.35740,0.01304
DAC-1,90,Cu,,37.23370,0.06065
DAC-1,90,Au,,55.60182,0.03921
DAC-1,90,W,,27.39744,0.03896
DAC-1,90,Mo,,26.48527,0.04092
DAC-1,90,hcp-Fe,,18.27333,0.01744
DAC-1,90,Pt,last,52.29376,0.01264
DAC-1,91,Pt,first,52.24998,0.01355
DAC-1,91,Ta,,29.31390,0.01331
DAC-1,91,Cu,,37.18450,0.05995
DAC-1,91,Au,,55.53576,0.03813
DAC-1,91,W,,27.35911,0.04231
DAC-1,91,Mo,,26.45888,0.03476
DAC-1,91,hcp-Fe,,18.24318,0.02225
DAC-1,91,Pt,last,52.23959,0.01743
DAC-1,92,Pt,first,52.17043,0.01828
DAC-1,92,Ta,,29.23511,0.01154
DAC-1,92,Cu,,37.10022,0.06217
DAC-1,92,Au,,55.41886,0.03752
DAC-1,92,W,,27.31372,0.04099
DAC-1,92,Mo,,26.41589,0.03089
DAC-1,92,hcp-Fe,,18.22695,0.02155
DAC-1,92,Pt,last,52.16780,0.01846
DAC-1,93,Pt,first,52.14044,0.01698
DAC-1,93,Ta,,29.20727,0.01069
DAC-1,93,Cu,,37.06012,0.06297
DAC-1,93,Au,,55.37271,0.03773
DAC-1,93,W,,27.29452,0.03920
DAC-1,93,Mo,,26.36921,0.04671
DAC-1,93,hcp-Fe,,18.20645,0.03861
DAC-1,93,Pt,last,52.13560,0.01842
DAC-1,94,Pt,first,52.09524,0.02380
DAC-1,94,Ta,,29.17332,0.01223
DAC-1,94,Cu,,37.02362,0.06482
DAC-1,94,Au,,55.32067,0.04050
DAC-1,94,W,,27.26995,0.03565
DAC-1,94,Mo,,26.34748,0.04000
DAC-1,94,hcp-Fe,,18.16431,0.04007
DAC-1,94,Pt,last,52.08899,0.02448
DAC-1,95,Pt,first,52.00933,0.02511
DAC-1,95,Ta,,29.09765,0.01414
DAC-1,95,Cu,,36.94474,0.06672
DAC-1,95,Au,,55.17478,0.04138
DAC-1,95,W,,27.21776,0.03558
DAC-1,95,Mo,,26.29454,0.04449
DAC-1,95,hcp-Fe,,18.15485,0.02332
DAC-1,95,Pt,last,52.00146,0.03213
DAC-1,96,Pt,first,51.98168,0.03222
DAC-1,96,Ta,,29.07558,0.01508
DAC-1,96,Cu,,36.91289,0.06803
DAC-1,96,Au,,55.13890,0.04495
DAC-1,96,W,,27.19458,0.03988
DAC-1,96,hcp-Fe,,18.14132,0.02197
DAC-1,96,Pt,last,51.97385,0.03558
DAC-1,97,Pt,first,51.93771,0.03633
DAC-1,97,Ta,,29.05202,0.01667
DAC-1,97,Cu,,36.87715,0.06675
DAC-1,97,Au,,55.09584,0.04503
DAC-1,97,W,,27.18081,0.03280
DAC-1,97,hcp-Fe,,18.11989,0.03656
DAC-1,97,Pt,last,51.92900,0.03576
DAC-1,98,Pt,first,51.89149,0.03487
DAC-1,98,Ta,,29.01457,0.01748
DAC-1,98,Cu,,36.83385,0.06469
DAC-1,98,Au,,55.02241,0.04756
DAC-1,98,W,,27.15429,0.03094
DAC-1,98,hcp-Fe,,18.10365,0.03863
DAC-1,98,Pt,last,51.88324,0.03812
DAC-1,99,Pt,first,51.84685,0.03553
DAC-1,99,Ta,,28.97802,0.01786
DAC-1,99,Cu,,36.78772,0.06727
DAC-1,99,Au,,54.97973,0.04540
DAC-1,99,W,,27.12240,0.02912
DAC-1,99,hcp-Fe,,18.07722,0.03615
DAC-1,99,Pt,last,51.83687,0.03901
DAC-1,100,Pt,first,51.79938,0.03577
DAC-1,100,Ta,,28.93619,0.01660
DAC-1,100,Cu,,36.74187,0.06770
DAC-1,100,Au,,54.91669,0.04426
DAC-1,100,W,,27.09995,0.02144
DAC-1,100,hcp-Fe,,18.05864,0.03382
DAC-1,100,Pt,last,51.78894,0.03685
DAC-1,101,Pt,first,51.75576,0.03402
DAC-1,101,Ta,,28.89634,0.01518
DAC-1,101,Cu,,36.68869,0.06687
DAC-1,101,Au,,54.86034,0.04642
DAC-1,101,W,,27.06312,0.02493
DAC-1,101,hcp-Fe,,18.04240,0.01704
DAC-1,101,Pt,last,51.74603,0.03712
DAC-1,102,Pt,first,51.70295,0.02929
DAC-1,102,Ta,,28.86125,0.01730
DAC-1,102,Cu,,36.64599,0.06902
DAC-1,102,Au,,54.80177,0.04595
DAC-1,102,W,,27.03613,0.02244
DAC-1,102,hcp-Fe,,18.02120,0.02020
DAC-1,102,Pt,last,51.69583,0.03248
DAC-1,103,Pt,first,51.66019,0.03061
DAC-1,103,Ta,,28.81240,0.02137
DAC-1,103,Cu,,36.59483,0.07086
DAC-1,103,Au,,54.73820,0.04704
DAC-1,103,W,,27.01373,0.01783
DAC-1,103,hcp-Fe,,18.00108,0.02051
DAC-1,103,Pt,last,51.65350,0.02991
DAC-1,104,Pt,first,51.61044,0.03065
DAC-1,104,Ta,,28.77083,0.02255
DAC-1,104,Cu,,36.53859,0.07267
DAC-1,104,Au,,54.67851,0.04991
DAC-1,104,W,,26.98494,0.01561
DAC-1,104,hcp-Fe,,17.98202,0.02504
DAC-1,104,Pt,last,51.60142,0.03104
DAC-1,105,Pt,first,51.55688,0.03627
DAC-1,105,Ta,,28.73526,0.02534
DAC-1,105,Cu,,36.48960,0.07169
DAC-1,105,Au,,54.61740,0.05175
DAC-1,105,W,,26.94126,0.02206
DAC-1,105,hcp-Fe,,17.96571,0.01932
DAC-1,105,Pt,last,51.54908,0.03744
DAC-1,106,Pt,first,51.51527,0.03758
DAC-1,106,Ta,,28.69802,0.02714
DAC-1,106,Cu,,36.44792,0.07227
DAC-1,106,Au,,54.56263,0.05335
DAC-1,106,W,,26.91644,0.02037
DAC-1,106,hcp-Fe,,17.94326,0.02323
DAC-1,106,Pt,last,51.51004,0.03760
DAC-1,107,Pt,first,51.47233,0.03568
DAC-1,107,Ta,,28.66955,0.02704
DAC-1,107,Cu,,36.39887,0.07449
DAC-1,107,Au,,54.50583,0.05384
DAC-1,107,W,,26.87747,0.02639
DAC-1,107,hcp-Fe,,17.92675,0.01099
DAC-1,107,Pt,last,51.46622,0.03475
DAC-1,108,Pt,first,51.42492,0.03392
DAC-1,108,Ta,,28.63781,0.02751
DAC-1,108,Cu,,36.35253,0.07585
DAC-1,108,Au,,54.44325,0.05633
DAC-1,108,W,,26.85797,0.02102
DAC-1,108,hcp-Fe,,17.90256,0.03001
DAC-1,108,Pt,last,51.41797,0.03513
DAC-1,109,Pt,first,51.38302,0.03374
DAC-1,109,Ta,,28.60262,0.02459
DAC-1,109,Cu,,36.30321,0.07944
DAC-1,109,Au,,54.39341,0.05575
DAC-1,109,W,,26.83704,0.01636
DAC-1,109,hcp-Fe,,17.84815,0.00807
DAC-1,109,Pt,last,51.37655,0.03341
DAC-1,110,Pt,first,51.25882,0.04639
DAC-1,110,Ta,,28.48621,0.02689
DAC-1,110,Cu,,36.16727,0.07284
DAC-1,110,Au,,54.28266,0.04162
DAC-1,110,W,,26.76215,0.02635
DAC-1,110,hcp-Fe,,17.83635,0.01477
DAC-1,110,Pt,last,51.25812,0.04485
DAC-1,111,Pt,first,51.24570,0.04546
DAC-1,111,Ta,,28.47045,0.02666
DAC-1,111,Cu,,36.14437,0.07835
DAC-1,111,Au,,54.25661,0.04412
DAC-1,111,W,,26.75234,0.02388
DAC-1,111,hcp-Fe,,17.82565,0.01655
DAC-1,111,Pt,last,51.24453,0.04559
DAC-1,112,Pt,first,51.21979,0.04527
DAC-1,112,Ta,,28.45116,0.02369
DAC-1,112,Cu,,36.11731,0.08055
DAC-1,112,Au,,54.21784,0.04641
DAC-1,112,W,,26.73541,0.02164
DAC-1,112,hcp-Fe,,17.81376,0.01793
DAC-1,112,Pt,last,51.21333,0.04407
DAC-1,113,Pt,first,51.18780,0.04154
DAC-1,113,Ta,,28.42986,0.02286
DAC-1,113,Cu,,36.08639,0.08165
DAC-1,113,Au,,54.17496,0.04748
DAC-1,113,W,,26.70962,0.02338
DAC-1,113,hcp-Fe,,17.80284,0.02284
DAC-1,113,Pt,last,51.18810,0.04333
DAC-1,114,Pt,first,51.15607,0.03732
DAC-1,114,Ta,,28.40987,0.02486
DAC-1,114,Cu,,36.05015,0.08465
DAC-1,114,Au,,54.12269,0.04920
DAC-1,114,W,,26.68829,0.02045
DAC-1,114,hcp-Fe,,17.78596,0.02994
DAC-1,114,Pt,last,51.14889,0.03800
DAC-1,115,Pt,first,51.11159,0.03345
DAC-1,115,Ta,,28.37492,0.02284
DAC-1,115,Cu,,36.00900,0.08452
DAC-1,115,Au,,54.04056,0.04742
DAC-1,115,W,,26.66815,0.01718
DAC-1,115,hcp-Fe,,17.76513,0.02191
DAC-1,115,Pt,last,51.10808,0.03533
DAC-1,116,Pt,first,51.07713,0.03139
DAC-1,116,Ta,,28.34793,0.02186
DAC-1,116,Cu,,35.97310,0.07115
DAC-1,116,Au,,53.99329,0.04863
DAC-1,116,W,,26.64997,0.01515
DAC-1,116,hcp-Fe,,17.74666,0.02976
DAC-1,116,Pt,last,51.06940,0.03360
DAC-1,117,Pt,first,51.03303,0.03160
DAC-1,117,Ta,,28.31386,0.02355
DAC-1,117,Cu,,35.92464,0.06736
DAC-1,117,Au,,53.92972,0.04843
DAC-1,117,W,,26.62399,0.01389
DAC-1,117,hcp-Fe,,17.72838,0.01772
DAC-1,117,Pt,last,51.02669,0.03099
DAC-1,118,Pt,first,50.98778,0.03198
DAC-1,118,Ta,,28.28472,0.02289
DAC-1,118,Cu,,35.86831,0.06919
DAC-1,118,Au,,53.87132,0.04972
DAC-1,118,W,,26.59389,0.01597
DAC-1,118,hcp-Fe,,17.71291,0.01942
DAC-1,118,Pt,last,50.98433,0.03154
DAC-1,119,Pt,first,50.94349,0.02819
DAC-1,119,Ta,,28.24609,0.02243
DAC-1,119,Cu,,35.81177,0.08296
DAC-1,119,Au,,53.81521,0.05054
DAC-1,119,W,,26.56889,0.01623
DAC-1,119,hcp-Fe,,17.68804,0.02467
DAC-1,119,Pt,last,50.93740,0.03058
DAC-1,120,Pt,first,50.90237,0.03007
DAC-1,120,Ta,,28.22345,0.02176
DAC-1,120,Cu,,35.76734,0.08208
DAC-1,120,Au,,53.76918,0.05126
DAC-1,120,W,,26.54049,0.01765
DAC-1,120,hcp-Fe,,17.66521,0.02461
DAC-1,120,Pt,last,50.89486,0.02934
DAC-1,121,Pt,first,50.85992,0.03036
DAC-1,121,Ta,,28.19606,0.02234
DAC-1,121,Cu,,35.72755,0.07984
DAC-1,121,Au,,53.71104,0.05392
DAC-1,121,W,,26.52646,0.01189
DAC-1,121,hcp-Fe,,17.65158,0.04113
DAC-1,121,Pt,last,50.85150,0.03072
DAC-1,122,Pt,first,50.81250,0.03310
DAC-1,122,Ta,,28.16141,0.01782
DAC-1,122,Cu,,35.68222,0.08150
DAC-1,122,Au,,53.65743,0.05544
DAC-1,122,W,,26.49383,0.01486
DAC-1,122,hcp-Fe,,17.63121,0.04021
DAC-1,122,Pt,last,50.80762,0.03267
DAC-1,123,Pt,first,50.76969,0.03083
DAC-1,123,Ta,,28.13661,0.01996
DAC-1,123,Cu,,35.63915,0.08296
DAC-1,123,Au,,53.60613,0.05808
DAC-1,123,W,,26.46876,0.01643
DAC-1,123,hcp-Fe,,17.61108,0.04482
DAC-1,123,Pt,last,50.76367,0.03120
DAC-1,124,Pt,first,50.72588,0.02894
DAC-1,124,Ta,,28.10091,0.01692
DAC-1,124,Cu,,35.60026,0.08103
DAC-1,124,Au,,53.56203,0.05843
DAC-1,124,W,,26.43930,0.02578
DAC-1,124,hcp-Fe,,17.58791,0.04650
DAC-1,124,Pt,last,50.71987,0.02957
DAC-1,125,Pt,first,50.68079,0.02907
DAC-1,125,Ta,,28.06011,0.01957
DAC-1,125,Cu,,35.55970,0.07599
DAC-1,125,Au,,53.50228,0.05664
DAC-1,125,W,,26.42353,0.02258
DAC-1,125,hcp-Fe,,17.57261,0.05904
DAC-1,125,Pt,last,50.67450,0.02925
DAC-1,126,Pt,first,50.64260,0.03066
DAC-1,126,Ta,,28.02064,0.01953
DAC-1,126,Cu,,35.51636,0.07838
DAC-1,126,Au,,53.45455,0.05566
DAC-1,126,W,,26.39860,0.02296
DAC-1,126,hcp-Fe,,17.54999,0.05188
DAC-1,126,Pt,last,50.63595,0.03046
DAC-1,127,Pt,first,50.59626,0.02658
DAC-1,127,Ta,,27.97475,0.01504
DAC-1,127,Cu,,35.48122,0.07993
DAC-1,127,Au,,53.39922,0.05865
DAC-1,127,W,,26.38081,0.01970
DAC-1,127,hcp-Fe,,17.53134,0.05946
DAC-1,127,Pt,last,50.59008,0.02722
DAC-1,128,Pt,first,50.55462,0.02936
DAC-1,128,Ta,,27.92839,0.01679
DAC-1,128,Cu,,35.44808,0.07779
DAC-1,128,Au,,53.34186,0.05825
DAC-1,128,W,,26.35603,0.01766
DAC-1,128,hcp-Fe,,17.51224,0.04997
DAC-1,128,Pt,last,50.54590,0.02784
DAC-1,129,Pt,first,50.50390,0.02901
DAC-1,129,Ta,,27.89108,0.01380
DAC-1,129,Cu,,35.40036,0.08179
DAC-1,129,Au,,53.28268,0.05619
DAC-1,129,W,,26.32284,0.02065
DAC-1,129,hcp-Fe,,17.49551,0.05217
DAC-1,129,Pt,last,50.49931,0.02916
DAC-1,130,Pt,first,50.47300,0.02584
DAC-1,130,Ta,,27.85039,0.01206
DAC-1,130,Cu,,35.36183,0.08273
DAC-1,130,Au,,53.22704,0.05661
DAC-1,130,W,,26.29818,0.02214
DAC-1,130,hcp-Fe,,17.48163,0.04438
DAC-1,130,Pt,last,50.46472,0.02644
DAC-1,131,Pt,first,50.43007,0.03462
DAC-1,131,Ta,,27.81218,0.01233
DAC-1,131,Cu,,35.32909,0.08487
DAC-1,131,Au,,53.17130,0.05672
DAC-1,131,W,,26.27106,0.02339
DAC-1,131,hcp-Fe,,17.45916,0.05042
DAC-1,131,Pt,last,50.42355,0.03430
DAC-1,132,Pt,first,50.37506,0.04070
DAC-1,132,Ta,,27.77195,0.01355
DAC-1,132,Cu,,35.28798,0.08664
DAC-1,132,Au,,53.10876,0.05621
DAC-1,132,W,,26.23995,0.02748
DAC-1,132,hcp-Fe,,17.44219,0.04345
DAC-1,132,Pt,last,50.36467,0.04077
DAC-1,133,Pt,first,50.33116,0.04283
DAC-1,133,Ta,,27.73762,0.01295
DAC-1,133,Cu,,35.25610,0.08303
DAC-1,133,Au,,53.05903,0.05412
DAC-1,133,W,,26.21997,0.02400
DAC-1,133,hcp-Fe,,17.42987,0.06367
DAC-1,133,Pt,last,50.32948,0.04118
DAC-1,134,Pt,first,50.29834,0.04217
DAC-1,134,Ta,,27.70475,0.01137
DAC-1,134,Cu,,35.22020,0.08195
DAC-1,134,Au,,53.01356,0.05294
DAC-1,134,W,,26.19311,0.02524
DAC-1,134,hcp-Fe,,17.41351,0.06405
DAC-1,134,Pt,last,50.29446,0.04181
DAC-1,135,Pt,first,50.25583,0.03947
DAC-1,135,Ta,,27.67837,0.01408
DAC-1,135,Cu,,35.18453,0.08126
DAC-1,135,Au,,52.96178,0.05062
DAC-1,135,W,,26.17739,0.01997
DAC-1,135,hcp-Fe,,17.39500,0.05503
DAC-1,135,Pt,last,50.24931,0.04037
DAC-1,136,Pt,first,50.21742,0.04086
DAC-1,136,Ta,,27.64210,0.01417
DAC-1,136,Cu,,35.14684,0.08267
DAC-1,136,Au,,52.90765,0.05138
DAC-1,136,W,,26.15935,0.01965
DAC-1,136,hcp-Fe,,17.37767,0.04666
DAC-1,136,Pt,last,50.21158,0.03922
DAC-1,137,Pt,first,50.17824,0.04094
DAC-1,137,Ta,,27.60942,0.01173
DAC-1,137,Cu,,35.10901,0.08169
DAC-1,137,Au,,52.85816,0.05006
DAC-1,137,W,,26.13827,0.01587
DAC-1,137,hcp-Fe,,17.34176,0.04798
DAC-1,137,Pt,last,50.17091,0.04272
DAC-1,138,Pt,first,50.08934,0.04559
DAC-1,138,Ta,,27.52812,0.01262
DAC-1,138,Cu,,35.03211,0.07800
DAC-1,138,Au,,52.74976,0.04923
DAC-1,138,W,,26.08135,0.02306
DAC-1,138,hcp-Fe,,17.33100,0.05793
DAC-1,138,Pt,last,50.09147,0.04590
DAC-1,139,Pt,first,50.07333,0.04653
DAC-1,139,Ta,,27.50486,0.01090
DAC-1,139,Cu,,35.01669,0.07831
DAC-1,139,Au,,52.72321,0.04716
DAC-1,139,W,,26.07785,0.01781
DAC-1,139,hcp-Fe,,17.32305,0.05550
DAC-1,139,Pt,last,50.06950,0.04682
DAC-1,140,Pt,first,50.04970,0.04801
DAC-1,140,Ta,,27.48778,0.01167
DAC-1,140,Cu,,34.99473,0.07717
DAC-1,140,Au,,52.69234,0.04847
DAC-1,140,W,,26.05995,0.01767
DAC-1,140,hcp-Fe,,17.30993,0.05640
DAC-1,140,Pt,last,50.04415,0.04883
DAC-1,141,Pt,first,50.01891,0.04976
DAC-1,141,Ta,,27.46607,0.01415
DAC-1,141,Cu,,34.96384,0.08228
DAC-1,141,Au,,52.64868,0.05247
DAC-1,141,W,,26.04208,0.01797
DAC-1,141,hcp-Fe,,17.29620,0.05316
DAC-1,141,Pt,last,50.01604,0.04928
DAC-1,142,Pt,first,49.99000,0.04838
DAC-1,142,Ta,,27.43625,0.01320
DAC-1,142,Cu,,34.93597,0.08368
DAC-1,142,Au,,52.60802,0.05012
DAC-1,142,W,,26.02834,0.01315
DAC-1,142,hcp-Fe,,17.28192,0.04841
DAC-1,142,Pt,last,49.98435,0.04680
DAC-1,143,Pt,first,49.95567,0.04994
DAC-1,143,Ta,,27.40965,0.01628
DAC-1,143,Cu,,34.89498,0.08127
DAC-1,143,Au,,52.56161,0.05370
DAC-1,143,W,,26.00843,0.01402
DAC-1,143,hcp-Fe,,17.26538,0.03678
DAC-1,143,Pt,last,49.93876,0.05223
DAC-1,144,Pt,first,49.90002,0.05345
DAC-1,144,Ta,,27.38417,0.01746
DAC-1,144,Cu,,34.86668,0.08030
DAC-1,144,Au,,52.51521,0.05549
DAC-1,144,W,,25.98760,0.01566
DAC-1,144,hcp-Fe,,17.25216,0.05386
DAC-1,144,Pt,last,49.89598,0.05304
DAC-1,145,Pt,first,49.86643,0.05174
DAC-1,145,Ta,,27.35403,0.01878
DAC-1,145,Cu,,34.83172,0.08083
DAC-1,145,Au,,52.47011,0.05448
DAC-1,145,W,,25.96366,0.01663
DAC-1,145,hcp-Fe,,17.23482,0.02824
DAC-1,145,Pt,last,49.85960,0.05230
DAC-1,146,Pt,first,49.82664,0.05097
DAC-1,146,Ta,,27.32317,0.01473
DAC-1,146,Cu,,34.80025,0.07839
DAC-1,146,Au,,52.42051,0.05441
DAC-1,146,W,,25.95954,0.01097
DAC-1,146,hcp-Fe,,17.21669,0.03954
DAC-1,146,Pt,last,49.81955,0.04972
DAC-1,147,Pt,first,49.78945,0.04894
DAC-1,147,Ta,,27.29612,0.01584
DAC-1,147,Cu,,34.76647,0.08171
DAC-1,147,Au,,52.37130,0.05615
DAC-1,147,W,,25.95332,0.00832
DAC-1,147,hcp-Fe,,17.20079,0.04447
DAC-1,147,Pt,last,49.78611,0.04912
DAC-1,148,Pt,first,49.75532,0.04895
DAC-1,148,Ta,,27.26742,0.01508
DAC-1,148,Cu,,34.72853,0.07827
DAC-1,148,Au,,52.32622,0.05467
DAC-1,148,W,,25.93843,0.01064
DAC-1,148,hcp-Fe,,17.18067,0.04003
DAC-1,148,Pt,last,49.74754,0.04673
DAC-1,149,Pt,first,49.72091,0.04410
DAC-1,149,Ta,,27.23396,0.01444
DAC-1,149,Cu,,34.69640,0.08121
DAC-1,149,Au,,52.27430,0.05408
DAC-1,149,W,,25.91616,0.00985
DAC-1,149,hcp-Fe,,17.16832,0.04947
DAC-1,149,Pt,last,49.71732,0.04568
DAC-1,150,Pt,first,49.68353,0.04356
DAC-1,150,Ta,,27.20627,0.01739
DAC-1,150,Cu,,34.66883,0.07793
DAC-1,150,Au,,52.22857,0.05245
DAC-1,150,W,,25.90105,0.00829
DAC-1,150,hcp-Fe,,17.15421,0.02994
DAC-1,150,Pt,last,49.68096,0.04421
DAC-1,151,Pt,first,49.64706,0.04669
DAC-1,151,Ta,,27.17017,0.01633
DAC-1,151,Cu,,34.63446,0.07961
DAC-1,151,Au,,52.18268,0.05522
DAC-1,151,W,,25.87780,0.00831
DAC-1,151,hcp-Fe,,17.13891,0.04022
DAC-1,151,Pt,last,49.64237,0.04695
DAC-1,152,Pt,first,49.61017,0.04702
DAC-1,152,Ta,,27.13537,0.01112
DAC-1,152,Cu,,34.60194,0.08096
DAC-1,152,Au,,52.12856,0.05486
DAC-1,152,W,,25.86028,0.00855
DAC-1,152,hcp-Fe,,17.12442,0.04818
DAC-1,152,Pt,last,49.60486,0.04715
DAC-1,153,Pt,first,49.56946,0.04973
DAC-1,153,Ta,,27.10990,0.01766
DAC-1,153,Cu,,34.56566,0.07934
DAC-1,153,Au,,52.08417,0.05553
DAC-1,153,W,,25.83391,0.00671
DAC-1,153,hcp-Fe,,17.10767,0.04018
DAC-1,153,Pt,last,49.56511,0.05024
DAC-1,154,Pt,first,49.53777,0.04983
DAC-1,154,Ta,,27.08497,0.02633
DAC-1,154,Cu,,34.53742,0.07730
DAC-1,154,Au,,52.04425,0.05407
DAC-1,154,W,,25.82281,0.00689
DAC-1,154,hcp-Fe,,17.09432,0.02981
DAC-1,154,Pt,last,49.53314,0.04926
DAC-1,155,Pt,first,49.50438,0.04892
DAC-1,155,Ta,,27.05601,0.01649
DAC-1,155,Cu,,34.50413,0.08030
DAC-1,155,Au,,52.00136,0.05527
DAC-1,155,W,,25.80146,0.00788
DAC-1,155,hcp-Fe,,17.07901,0.03920
DAC-1,155,Pt,last,49.50190,0.04890
DAC-1,156,Pt,first,49.46438,0.04781
DAC-1,156,Ta,,27.03268,0.02888
DAC-1,156,Cu,,34.47437,0.08302
DAC-1,156,Au,,51.95991,0.05635
DAC-1,156,W,,25.79431,0.00784
DAC-1,156,hcp-Fe,,17.06618,0.01222
DAC-1,156,Pt,last,49.46343,0.04705
DAC-1,157,Pt,first,49.43112,0.04640
DAC-1,157,Ta,,26.99943,0.02439
DAC-1,157,Cu,,34.44146,0.07899
DAC-1,157,Au,,51.91627,0.05566
DAC-1,157,W,,25.77221,0.00890
DAC-1,157,hcp-Fe,,17.05331,0.04159
DAC-1,157,Pt,last,49.42602,0.04648
DAC-1,158,Pt,first,49.39470,0.04678
DAC-1,158,Ta,,26.97555,0.02462
DAC-1,158,Cu,,34.40649,0.07979
DAC-1,158,Au,,51.87172,0.05642
DAC-1,158,W,,25.77531,0.01590
DAC-1,158,hcp-Fe,,17.03862,0.01036
DAC-1,158,Pt,last,49.39108,0.04711
DAC-1,159,Pt,first,49.36335,0.04553
DAC-1,159,Ta,,26.94810,0.02911
DAC-1,159,Cu,,34.38044,0.07987
DAC-1,159,Au,,51.83887,0.05684
DAC-1,159,W,,25.75120,0.01295
DAC-1,159,hcp-Fe,,17.02315,0.02619
DAC-1,159,Pt,last,49.35964,0.04769
DAC-1,160,Pt,first,49.33199,0.04715
DAC-1,160,Ta,,26.92301,0.02676
DAC-1,160,Cu,,34.34513,0.08071
DAC-1,160,Au,,51.80996,0.05270
DAC-1,160,W,,25.73219,0.01277
DAC-1,160,hcp-Fe,,17.00943,0.02760
DAC-1,160,Pt,last,49.32818,0.04867
DAC-1,161,Pt,first,49.29230,0.04595
DAC-1,161,Ta,,26.89013,0.03035
DAC-1,161,Cu,,34.31011,0.07728
DAC-1,161,Au,,51.76744,0.05036
DAC-1,161,W,,25.71481,0.01241
DAC-1,161,hcp-Fe,,16.99733,0.03395
DAC-1,161,Pt,last,49.28702,0.04482
DAC-1,162,Pt,first,49.25667,0.04393
DAC-1,162,Ta,,26.86876,0.02855
DAC-1,162,Cu,,34.28369,0.07508
DAC-1,162,Au,,51.72903,0.04866
DAC-1,162,W,,25.70010,0.01317
DAC-1,162,hcp-Fe,,16.98417,0.04220
DAC-1,162,Pt,last,49.25306,0.04349
DAC-1,163,Pt,first,49.22573,0.04364
DAC-1,163,Ta,,26.83429,0.02926
DAC-1,163,Cu,,34.25492,0.07290
DAC-1,163,Au,,51.68980,0.04871
DAC-1,163,W,,25.69086,0.01654
DAC-1,163,hcp-Fe,,16.96451,0.04644
DAC-1,163,Pt,last,49.22272,0.04370
DAC-1,164,Pt,first,49.17635,0.03428
DAC-1,164,Ta,,26.80481,0.03175
DAC-1,164,Cu,,34.21550,0.06727
DAC-1,164,Au,,51.64799,0.05059
DAC-1,164,W,,25.65947,0.00970
DAC-1,164,hcp-Fe,,16.95206,0.03711
DAC-1,164,Pt,last,49.17733,0.03532
DAC-1,165,Pt,first,49.15074,0.03407
DAC-1,165,Ta,,26.78193,0.03200
DAC-1,165,Cu,,34.18458,0.06900
DAC-1,165,Au,,51.60548,0.05113
DAC-1,165,W,,25.64494,0.01281
DAC-1,165,hcp-Fe,,16.94026,0.03187
