source_table,source_row,source_reference_as_published,data_class,dynamic_path,pressure_gpa_raw,pressure_uncertainty_gpa_raw,pressure_calibrant,pressure_gpa_fit,pressure_uncertainty_gpa_fit,pressure_scale,pressure_correction_applied,molar_volume_cm3_mol,molar_volume_uncertainty_cm3_mol,volume_a3_conventional_cell,volume_uncertainty_a3_conventional_cell,temperature_k,temperature_uncertainty_k,temperature_provenance,fit1_observed_minus_model_gpa,fit2_observed_minus_model_gpa,fit5_observed_minus_model_gpa,source_cell_note,used_in_fit
Table S1,276,Yamazaki et al. (2012),static_experiment,,31.9,0.1,Au,31.92913485,0.100091332,Fei et al. (2007),1,5.966723,0.001505,19.81595328900947,0.004998222592193279,700.0,0.0,experimental_reported,0.195747147116673,0.259179663051814,1.84600037089536,,1
Table S1,277,Yamazaki et al. (2012),static_experiment,,32.4,0.1,Au,32.41244834,0.09973061,Fei et al. (2007),1,5.948663,0.000903,19.755974617903153,0.0029989335553159673,700.0,0.0,experimental_reported,-0.23823513923017,-0.174887161830526,1.46193172302098,,1
Table S1,278,Yamazaki et al. (2012),static_experiment,,32.5,0.1,Au,32.54287498,0.100440972,Fei et al. (2007),1,5.997124,0.001505,19.91691738537178,0.004998222592193279,900.0,0.0,experimental_reported,0.578117749897526,0.637924136902761,1.73258267282537,,1
Table S1,279,Yamazaki et al. (2012),static_experiment,,32.9,0.0,Au,33.22277607,0.0,Fei et al. (2007),1,6.041672,0.001505,20.0648647741007,0.004998222592193279,1100.0,0.0,experimental_reported,1.50389142048366,1.56115393031838,2.11857477701708,,1
Table S1,280,Yamazaki et al. (2012),static_experiment,,33.2,0.1,Au,33.33870947,0.1004178,Fei et al. (2007),1,5.972141,0.001806,19.833946890341366,0.005997867110631935,900.0,0.0,experimental_reported,0.141739431763455,0.201378393737542,1.37102655238869,,1
Table S1,281,Yamazaki et al. (2012),static_experiment,,33.7,0.1,Au,34.06028148,0.101069085,Fei et al. (2007),1,6.016388,0.001806,19.980894634551852,0.005997867110631935,1100.0,0.0,experimental_reported,1.14692845098301,1.20397672087771,1.84403357414752,,1
Table S1,282,Yamazaki et al. (2012),static_experiment,,35.2,0.2,Au,34.63062839,0.196764934,Fei et al. (2007),1,5.862577,0.002408,19.4700762856297,0.007997156147509246,306.0,0.0,experimental_reported,-0.241996761183444,-0.167926258603579,2.45189229846538,,1
Table S1,283,Yamazaki et al. (2012),static_experiment,,35.8,0.1,Au,35.20820633,0.295040835,Fei et al. (2007),1,5.851139,0.001204,19.432089793929027,0.003998578073754623,304.0,0.0,experimental_reported,-0.305162146034767,-0.231063890017978,2.41544651535941,,1
Table S1,284,Yamazaki et al. (2012),static_experiment,,35.8,0.3,Au,35.26035344,0.098492607,Fei et al. (2007),1,5.826457,0.001806,19.35011894341706,0.005997867110631935,303.0,0.0,experimental_reported,-1.66863927952541,-1.59456872837969,1.10290440900438,,1
Table S1,285,Yamazaki et al. (2012),static_experiment,,35.9,0.1,Au,35.36482969,0.098509275,Fei et al. (2007),1,5.837895,0.001204,19.388105435117726,0.003998578073754623,301.0,0.0,experimental_reported,-0.896987675993422,-0.822838853625939,1.85502021784698,,1
Table S1,286,Yamazaki et al. (2012),static_experiment,,36.5,0.1,Au,36.20699702,0.099197252,Fei et al. (2007),1,5.841206,0.002107,19.39910152482055,0.0069975116290705896,500.0,0.0,experimental_reported,-0.790939232190894,-0.722742165979213,1.58558070663011,,1
Table S1,287,Yamazaki et al. (2012),static_experiment,,36.5,0.1,Au,36.20699702,0.099197252,Fei et al. (2007),1,5.853246,0.001806,19.4390873055581,0.005997867110631935,500.0,0.0,experimental_reported,-0.110360599997165,-0.042140260246903,2.23879398180696,,1
Table S1,288,Yamazaki et al. (2012),static_experiment,,37.0,0.2,Au,36.9040512,0.199481358,Fei et al. (2007),1,5.85746,0.002709,19.45308232881624,0.008996800665947902,700.0,0.0,experimental_reported,-0.613434546427492,-0.550466292799378,1.32548511107774,,1
Table S1,289,Yamazaki et al. (2012),static_experiment,,37.1,0.1,Au,36.96249016,0.099629354,Fei et al. (2007),1,5.873112,0.001505,19.50506384377505,0.004998222592193279,700.0,0.0,experimental_reported,0.308907684714249,0.371935137321451,2.20850550380552,,1
Table S1,290,Yamazaki et al. (2012),static_experiment,,37.8,0.1,Au,37.90496963,0.100277697,Fei et al. (2007),1,5.898095,0.002107,19.588034338805457,0.0069975116290705896,900.0,0.0,experimental_reported,0.889316843129819,0.948490401311155,2.3310851772556,,1
Table S1,291,Yamazaki et al. (2012),static_experiment,,37.9,0.1,Au,38.07918502,0.100472784,Fei et al. (2007),1,5.883647,0.001806,19.5400514019204,0.005997867110631935,900.0,0.0,experimental_reported,0.288291602813089,0.34738021325272,1.76980744713106,,1
Table S1,292,Yamazaki et al. (2012),static_experiment,,38.2,0.1,Au,38.56708542,0.100960957,Fei et al. (2007),1,5.928195,0.002408,19.687998790649324,0.007997156147509246,1100.0,0.0,experimental_reported,1.26927386853234,1.32560940021651,2.24202860822365,,1
Table S1,293,Yamazaki et al. (2012),static_experiment,,38.2,0.2,Au,38.67840741,0.202504751,Fei et al. (2007),1,5.977258,0.001204,19.850940847154824,0.003998578073754623,1300.0,0.0,experimental_reported,1.90862982288741,1.96297120190324,2.3481510226249,,1
Table S1,294,Yamazaki et al. (2012),static_experiment,,38.6,0.1,Au,38.91146346,0.1008069,Fei et al. (2007),1,5.9598,0.005117,19.792961465085384,0.016993956813457146,1100.0,0.0,experimental_reported,3.22487560728745,3.28145991794507,4.10105650833061,,1
Table S1,295,Yamazaki et al. (2012),static_experiment,,38.6,0.1,Au,38.95319994,0.098366667,Fei et al. (2007),1,5.765053,0.001204,19.146191461655572,0.003998578073754623,304.0,0.0,experimental_reported,-1.64690912536399,-1.57297966627259,1.23766938284531,,1
Table S1,296,Yamazaki et al. (2012),static_experiment,,38.6,0.1,Au,38.96905952,0.100956113,Fei et al. (2007),1,5.90863,0.002107,19.62302189695081,0.0069975116290705896,1100.0,0.0,experimental_reported,0.650640019864213,0.706825620205102,1.68187293971624,,1
Table S1,297,Yamazaki et al. (2012),static_experiment,,39.0,0.1,Au,39.12757016,0.101366762,Fei et al. (2007),1,5.97485,0.001806,19.842943691007317,0.005997867110631935,1300.0,0.0,experimental_reported,2.23877826054468,2.29309726030064,2.68624357196692,,1
Table S1,298,Yamazaki et al. (2012),static_experiment,,39.3,0.1,Au,39.58030638,0.101487965,Fei et al. (2007),1,5.952275,0.002107,19.76797035212442,0.0069975116290705896,1300.0,0.0,experimental_reported,1.56317766440635,1.6172887458979,2.08442678472261,,1
Table S1,299,Yamazaki et al. (2012),static_experiment,,39.6,0.1,Au,39.86509434,0.101437899,Fei et al. (2007),1,5.966422,0.009933,19.814953644491034,0.03298826910847564,1300.0,0.0,experimental_reported,2.55772499253596,2.61196596632832,3.03288342693207,,1
Table S1,300,Yamazaki et al. (2012),static_experiment,,40.5,0.1,Au,39.91714208,0.098318084,Fei et al. (2007),1,5.775889,0.001204,19.182178664319366,0.003998578073754623,305.0,0.0,experimental_reported,-0.023704068938784,0.0502169992182573,2.8400664684487,,1
Table S1,301,Yamazaki et al. (2012),static_experiment,,40.6,0.1,Au,40.10273005,0.39316402,Fei et al. (2007),1,5.768063,0.001204,19.156187906839957,0.003998578073754623,304.0,0.0,experimental_reported,-0.312815759579415,-0.238881444611032,2.56643182734083,,1
Table S1,302,Yamazaki et al. (2012),static_experiment,,40.8,0.4,Au,40.11553082,0.099050693,Fei et al. (2007),1,5.778899,0.002408,19.19217510950375,0.007997156147509246,500.0,0.0,experimental_reported,-0.525011430478564,-0.456910333397197,1.98594202582176,,1
Table S1,303,Yamazaki et al. (2012),static_experiment,,41.0,0.1,Au,40.55840556,0.09892294,Fei et al. (2007),1,5.789133,0.001204,19.226163023130663,0.003998578073754623,500.0,0.0,experimental_reported,0.530333808565338,0.598447739630004,3.02005638929763,,1
Table S1,304,Yamazaki et al. (2012),static_experiment,,41.1,0.1,Au,40.95122736,0.099638023,Fei et al. (2007),1,5.796959,0.001505,19.252153780610072,0.004998222592193279,700.0,0.0,experimental_reported,-0.0229564335123555,0.0398086979361381,2.06104597869583,,1
Table S1,305,Yamazaki et al. (2012),static_experiment,,41.5,0.1,Au,41.19273369,0.196624027,Fei et al. (2007),1,5.74609,0.001806,19.083213856993936,0.005997867110631935,302.0,0.0,experimental_reported,-0.576210468656029,-0.502258184688053,2.34410362365203,,1
Table S1,306,Yamazaki et al. (2012),static_experiment,,41.9,0.2,Au,41.38989919,0.099734697,Fei et al. (2007),1,5.807494,0.001505,19.287141338755422,0.004998222592193279,700.0,0.0,experimental_reported,1.03132898792568,1.09412642534337,3.09088188733683,,1
Table S1,307,Yamazaki et al. (2012),static_experiment,,42.0,0.1,Au,41.71158893,0.198154817,Fei et al. (2007),1,5.759936,0.001505,19.129197504842114,0.004998222592193279,500.0,0.0,experimental_reported,-0.0789402424907024,-0.010859728053866,2.4704379286039,,1
Table S1,308,Yamazaki et al. (2012),static_experiment,,42.1,0.2,Au,42.10872783,0.100258876,Fei et al. (2007),1,5.81532,0.002107,19.313132096234828,0.0069975116290705896,900.0,0.0,experimental_reported,0.511324837733554,0.570040824451169,2.17264372071854,,1
Table S1,309,Yamazaki et al. (2012),static_experiment,,42.2,0.1,Au,42.29552662,0.100226366,Fei et al. (2007),1,5.828564,0.001505,19.35711645504613,0.004998222592193279,900.0,0.0,experimental_reported,1.45445702335358,1.51324129179527,3.08201297867316,,1
Table S1,310,Yamazaki et al. (2012),static_experiment,,42.5,0.2,Au,42.92224444,0.100285618,Fei et al. (2007),1,5.796658,0.002107,19.251154136091632,0.0069975116290705896,900.0,0.0,experimental_reported,0.243557056734758,0.302180249093936,1.95152591449597,,1
Table S1,311,Yamazaki et al. (2012),static_experiment,,42.6,0.1,Au,42.96136885,0.100848284,Fei et al. (2007),1,5.840002,0.001806,19.3951029467468,0.005997867110631935,1100.0,0.0,experimental_reported,0.917224105545152,0.972910984191223,2.14520394581289,,1
Table S1,312,Yamazaki et al. (2012),static_experiment,,42.8,0.1,Au,42.98189233,0.298485363,Fei et al. (2007),1,5.77318,0.001806,19.173181863653415,0.005997867110631935,700.0,0.0,experimental_reported,0.596348863501419,0.659046085331482,2.73422736925907,,1
Table S1,313,Yamazaki et al. (2012),static_experiment,,42.9,0.1,Au,43.09277446,0.202789527,Fei et al. (2007),1,5.904416,0.001505,19.60902687369267,0.004998222592193279,1300.0,0.0,experimental_reported,2.60659634289406,2.66027872580159,3.27997097000932,,1
Table S1,314,Yamazaki et al. (2012),static_experiment,,42.9,0.2,Au,43.20823999,0.100718508,Fei et al. (2007),1,5.855955,0.001204,19.448084106224048,0.003998578073754623,1100.0,0.0,experimental_reported,2.0508795341321,2.10667834666788,3.23432862730436,,1
Table S1,315,Yamazaki et al. (2012),static_experiment,,43.2,0.3,Au,43.72630794,0.203852251,Fei et al. (2007),1,5.939332,0.001204,19.724985637831555,0.003998578073754623,1500.0,0.0,experimental_reported,3.05022085132574,3.10217131342844,3.24418631254289,,1
Table S1,316,Yamazaki et al. (2012),static_experiment,,43.2,0.1,Au,43.82072881,0.101436872,Fei et al. (2007),1,5.870403,0.001505,19.4960670431091,0.004998222592193279,1300.0,0.0,experimental_reported,1.51403144295617,1.56742013312435,2.29177913799954,,1
Table S1,317,Yamazaki et al. (2012),static_experiment,,43.3,0.1,Au,43.88178454,0.101343613,Fei et al. (2007),1,5.887861,0.001806,19.554046425178544,0.005997867110631935,1300.0,0.0,experimental_reported,2.51648470371165,2.57002293369108,3.24106119845118,,1
Table S1,318,Yamazaki et al. (2012),static_experiment,,43.7,0.1,Au,44.44471549,0.101704154,Fei et al. (2007),1,5.91164,0.001204,19.6330183421352,0.003998578073754623,1500.0,0.0,experimental_reported,2.33843830754138,2.39011431980527,2.62481394972936,,1
Table S1,319,Yamazaki et al. (2012),static_experiment,,43.7,0.1,Au,44.44471549,0.101704154,Fei et al. (2007),1,5.935419,0.001806,19.711990259091852,0.005997867110631935,1500.0,0.0,experimental_reported,3.56868765436345,3.62059901839727,3.77583170378729,,1
Table S1,320,Yamazaki et al. (2012),static_experiment,,45.7,0.2,Au,44.9144296,0.196562055,Fei et al. (2007),1,5.681977,0.002107,18.870289574566502,0.0069975116290705896,304.0,0.0,experimental_reported,-0.982284395659846,-0.908454789980986,2.03708879213925,,1
Table S1,321,Yamazaki et al. (2012),static_experiment,,46.0,0.1,Au,45.1995702,0.098259935,Fei et al. (2007),1,5.688599,0.001505,18.892281753972153,0.004998222592193279,305.0,0.0,experimental_reported,-0.26285529098925,-0.189045487701897,2.74532276705661,,1
Table S1,322,Yamazaki et al. (2012),static_experiment,,46.3,0.1,Au,45.67326437,0.294666222,Fei et al. (2007),1,5.670238,0.001505,18.831303438347398,0.004998222592193279,303.0,0.0,experimental_reported,-1.00188405205718,-0.928037961333665,2.03586054506722,,1
Table S1,323,Yamazaki et al. (2012),static_experiment,,46.5,0.3,Au,45.7781435,0.09887288,Fei et al. (2007),1,5.694619,0.001505,18.91227464434093,0.004998222592193279,500.0,0.0,experimental_reported,-0.128500401273051,-0.0604570994045091,2.54375704581254,,1
Table S1,324,Yamazaki et al. (2012),static_experiment,,46.6,0.1,Au,46.05361004,0.098827489,Fei et al. (2007),1,5.700037,0.001505,18.930268245672824,0.004998222592193279,500.0,0.0,experimental_reported,0.497775842139781,0.565820149214161,3.16041776108496,,1
Table S1,325,Yamazaki et al. (2012),static_experiment,,46.8,0.2,Au,46.26093849,0.197696318,Fei et al. (2007),1,5.680472,0.001204,18.86529135197431,0.003998578073754623,500.0,0.0,experimental_reported,-0.569921400606944,-0.501878862823155,2.12693456015916,,1
Table S1,326,Yamazaki et al. (2012),static_experiment,,46.9,0.1,Au,46.62780096,0.099419618,Fei et al. (2007),1,5.710271,0.001505,18.964256159299737,0.004998222592193279,700.0,0.0,experimental_reported,0.357720468918629,0.420273623141213,2.62899146214762,,1
Table S1,327,Yamazaki et al. (2012),static_experiment,,47.1,0.1,Au,46.90088632,0.099577253,Fei et al. (2007),1,5.71599,0.001806,18.983249405150072,0.005997867110631935,700.0,0.0,experimental_reported,0.993227514086229,1.05579152209975,3.25293966331959,,1
Table S1,328,Yamazaki et al. (2012),static_experiment,,47.1,0.1,Au,47.24378913,0.298381826,Fei et al. (2007),1,5.694017,0.001204,18.910275355304048,0.003998578073754623,700.0,0.0,experimental_reported,-0.0667362486440624,-0.00421137245627534,2.23674500872399,,1
Table S1,329,Yamazaki et al. (2012),static_experiment,,47.5,0.3,Au,47.31072322,0.294465082,Fei et al. (2007),1,5.656994,0.000903,18.787319079536097,0.0029989335553159673,304.0,0.0,experimental_reported,-0.25816050216924,-0.184346884079801,2.79687776881725,,1
Table S1,330,Yamazaki et al. (2012),static_experiment,,47.8,0.1,Au,47.65859609,0.101185979,Fei et al. (2007),1,5.841808,0.007525,19.401100813857433,0.024991112960966393,1300.0,0.0,experimental_reported,3.77753099042557,3.83068053763228,4.64048648424725,,1
Table S1,331,Yamazaki et al. (2012),static_experiment,,47.9,0.1,Au,47.75988926,0.099916086,Fei et al. (2007),1,5.727127,0.001806,19.020236252332303,0.005997867110631935,900.0,0.0,experimental_reported,0.887015556253139,0.945330787929933,2.75881640008612,,1
Table S1,332,Yamazaki et al. (2012),static_experiment,,48.0,0.2,Au,47.89567508,0.099990971,Fei et al. (2007),1,5.736157,0.001806,19.050225587885464,0.005997867110631935,900.0,0.0,experimental_reported,1.58263845493934,1.64099013383972,3.43408305906848,,1
Table S1,333,Yamazaki et al. (2012),static_experiment,,48.1,0.1,Au,48.03173342,0.200132223,Fei et al. (2007),1,5.710873,0.000903,18.966255448336614,0.0029989335553159673,900.0,0.0,experimental_reported,0.139438403021053,0.197690852371842,2.04716155309051,,1
Table S1,334,Yamazaki et al. (2012),static_experiment,,48.2,0.3,Au,48.69402969,0.100607499,Fei et al. (2007),1,5.760237,0.000602,19.130197149360555,0.0019992890368773115,1100.0,0.0,experimental_reported,2.01832669429186,2.07349460552172,3.45722270753095,,1
Table S1,335,Yamazaki et al. (2012),static_experiment,,48.4,0.1,Au,48.82880075,0.10067794,Fei et al. (2007),1,5.7491,0.000903,19.093210302178324,0.0029989335553159673,1100.0,0.0,experimental_reported,1.47928177630622,1.53438306724225,2.94599183584948,,1
Table S1,336,Yamazaki et al. (2012),static_experiment,,48.5,0.1,Au,48.93970185,0.101745742,Fei et al. (2007),1,5.859567,0.001204,19.46007984044531,0.003998578073754623,1500.0,0.0,experimental_reported,4.04559899360197,4.09677415812845,4.50014984497205,,1
Table S1,337,Yamazaki et al. (2012),static_experiment,,48.7,0.3,Au,49.03146383,0.302041872,Fei et al. (2007),1,5.728632,0.001806,19.025234474924495,0.005997867110631935,1100.0,0.0,experimental_reported,0.425586486394827,0.480569379002994,1.94231643839314,,1
Table S1,338,Yamazaki et al. (2012),static_experiment,,48.9,0.1,Au,49.14086405,0.196563456,Fei et al. (2007),1,5.620874,0.001505,18.667361737323457,0.004998222592193279,306.0,0.0,experimental_reported,-0.918608222315648,-0.844853687538581,2.1812549195563,,1
Table S1,339,Yamazaki et al. (2012),static_experiment,,49.0,0.2,Au,49.49991605,0.101226822,Fei et al. (2007),1,5.786725,0.001505,19.218165866983156,0.004998222592193279,1300.0,0.0,experimental_reported,2.46879534524522,2.52150628231349,3.48896965270728,,1
Table S1,340,Yamazaki et al. (2012),static_experiment,,49.0,0.2,Au,49.56663423,0.202312793,Fei et al. (2007),1,5.775889,0.001204,19.182178664319366,0.003998578073754623,1300.0,0.0,experimental_reported,1.89707445913559,1.94970279805084,2.94705643969495,,1
Table S1,341,Yamazaki et al. (2012),static_experiment,,49.2,0.1,Au,49.56840222,0.196310504,Fei et al. (2007),1,5.636827,0.001806,18.720342896800705,0.005997867110631935,304.0,0.0,experimental_reported,0.621779845533567,0.695585763831417,3.70388026450509,,1
Table S1,342,Yamazaki et al. (2012),static_experiment,,49.3,0.2,Au,49.78617299,0.203208869,Fei et al. (2007),1,5.834283,0.000602,19.376109700896464,0.0019992890368773115,1500.0,0.0,experimental_reported,3.49046880078421,3.54140868555402,4.02390119264837,,1
Table S1,343,Yamazaki et al. (2012),static_experiment,,50.0,0.2,Au,50.02893013,0.098871403,Fei et al. (2007),1,5.633817,0.002107,18.710346451616317,0.0069975116290705896,500.0,0.0,experimental_reported,0.0640743030380833,0.132134152932657,2.83669668367534,,1
Table S1,344,Yamazaki et al. (2012),static_experiment,,50.5,0.2,Au,50.04883933,0.101725283,Fei et al. (2007),1,5.83639,0.001505,19.383107212525534,0.004998222592193279,1500.0,0.0,experimental_reported,3.87116283295048,3.922122113394,4.3980936342869,,1
Table S1,345,Yamazaki et al. (2012),static_experiment,,50.6,0.1,Au,50.18056576,0.203572275,Fei et al. (2007),1,5.817427,0.001204,19.3201296078639,0.003998578073754623,1500.0,0.0,experimental_reported,2.93249298256025,2.98327913428336,3.51745808937328,,1
Table S1,346,Yamazaki et al. (2012),static_experiment,,50.9,0.1,Au,50.32156137,0.098863578,Fei et al. (2007),1,5.647964,0.001505,18.757329743982936,0.004998222592193279,500.0,0.0,experimental_reported,1.32118205939445,1.38923335581544,4.07171491800317,,1
Table S1,347,Yamazaki et al. (2012),static_experiment,,51.3,0.1,Au,50.98652769,0.099388943,Fei et al. (2007),1,5.647061,0.002709,18.754330810427618,0.008996800665947902,700.0,0.0,experimental_reported,0.581792818792408,0.644258263249334,2.97284063146662,,1
Table S1,348,Yamazaki et al. (2012),static_experiment,,51.4,0.1,Au,51.05908212,0.099336736,Fei et al. (2007),1,5.663917,0.001204,18.810310903460184,0.003998578073754623,700.0,0.0,experimental_reported,1.78044891308829,1.84293178085014,4.14101840261192,,1
Table S1,349,Yamazaki et al. (2012),static_experiment,,52.1,0.2,Au,51.82915737,0.196322566,Fei et al. (2007),1,5.596794,0.001204,18.587390175848366,0.003998578073754623,305.0,0.0,experimental_reported,0.0691909035542864,0.142972202075519,3.19905794616884,,1
Table S1,350,Yamazaki et al. (2012),static_experiment,,52.1,0.2,Au,52.09861304,0.199994676,Fei et al. (2007),1,5.662713,0.002107,18.80631232538643,0.0069975116290705896,900.0,0.0,experimental_reported,1.09518505390216,1.15327382962638,3.10374352835815,,1
Table S1,351,Yamazaki et al. (2012),static_experiment,,52.6,0.1,Au,52.09861304,0.199994676,Fei et al. (2007),1,5.683181,0.001204,18.874288152640258,0.003998578073754623,900.0,0.0,experimental_reported,2.43421866395931,2.49237280187268,4.40096473395822,,1
Table S1,352,Yamazaki et al. (2012),static_experiment,,52.7,0.2,Au,52.55438286,0.197572868,Fei et al. (2007),1,5.60763,0.000903,18.623377378512156,0.0029989335553159673,500.0,0.0,experimental_reported,0.77087984155763,0.838963441650463,3.58229950133932,,1
Table S1,353,Yamazaki et al. (2012),static_experiment,,52.8,0.2,Au,52.85698214,0.100488559,Fei et al. (2007),1,5.706358,0.001204,18.951260780560034,0.003998578073754623,1100.0,0.0,experimental_reported,2.85693037485154,2.91179059581094,4.42643922828573,,1
Table S1,354,Yamazaki et al. (2012),static_experiment,,53.2,0.2,Au,53.00010824,0.201138931,Fei et al. (2007),1,5.683482,0.001806,18.875287797158695,0.005997867110631935,1100.0,0.0,experimental_reported,1.53830512458718,1.59304636738328,3.16017238253955,,1
Table S1,355,Yamazaki et al. (2012),static_experiment,,53.2,0.2,Au,53.20684498,0.294502832,Fei et al. (2007),1,5.573316,0.001204,18.50941790341015,0.003998578073754623,304.0,0.0,experimental_reported,-0.247568035107463,-0.173753461156551,2.90924162972631,,1
Table S1,356,Yamazaki et al. (2012),static_experiment,,53.3,0.2,Au,53.56996658,0.198775386,Fei et al. (2007),1,5.620272,0.001505,18.66536244828658,0.004998222592193279,700.0,0.0,experimental_reported,1.3392543486417,1.40170151615417,3.7764707529393,,1
Table S1,357,Yamazaki et al. (2012),static_experiment,,53.6,0.2,Au,53.76524491,0.202124981,Fei et al. (2007),1,5.710572,0.001204,18.965255803818177,0.003998578073754623,1300.0,0.0,experimental_reported,2.11090437225115,2.16306323577248,3.33227420483292,,1
Table S1,358,Yamazaki et al. (2012),static_experiment,,53.7,0.2,Au,53.90729345,0.202278775,Fei et al. (2007),1,5.732244,0.001505,19.037230209145758,0.004998222592193279,1300.0,0.0,experimental_reported,3.60150464665599,3.65381365385505,4.76762301553308,,1
Table S1,359,Yamazaki et al. (2012),static_experiment,,53.9,0.2,Au,54.21559219,0.294117137,Fei et al. (2007),1,5.548634,0.001505,18.427447052898177,0.004998222592193279,303.0,0.0,experimental_reported,-1.06011284748804,-0.986257098026734,2.12240264592353,,1
Table S1,360,Yamazaki et al. (2012),static_experiment,,54.1,0.1,Au,54.44603492,0.199801963,Fei et al. (2007),1,5.638633,0.001505,18.726340763911335,0.004998222592193279,900.0,0.0,experimental_reported,1.83469579325508,1.89271599096175,3.89041146272982,,1
Table S1,361,Yamazaki et al. (2012),static_experiment,,54.2,0.3,Au,54.4674602,0.203236792,Fei et al. (2007),1,5.749401,0.001204,19.09420994669676,0.003998578073754623,1500.0,0.0,experimental_reported,3.22441990557775,3.27461350498109,4.00832041399516,,1
Table S1,362,Yamazaki et al. (2012),static_experiment,,54.3,0.1,Au,54.60802182,0.203381832,Fei et al. (2007),1,5.765354,0.001505,19.147191106174013,0.004998222592193279,1500.0,0.0,experimental_reported,4.3241483797373,4.37447669750737,5.06273800253769,,1
Table S1,363,Yamazaki et al. (2012),static_experiment,,54.5,0.2,Au,54.70035153,0.197474193,Fei et al. (2007),1,5.557965,0.001806,18.45843603296978,0.005997867110631935,500.0,0.0,experimental_reported,-0.654870913942766,-0.586712515136519,2.22240130731986,,1
Table S1,364,Yamazaki et al. (2012),static_experiment,,55.2,0.2,Au,55.17309039,0.101607901,Fei et al. (2007),1,5.759033,0.002408,19.1261985712868,0.007997156147509246,1500.0,0.0,experimental_reported,4.51083539389535,4.56111000683251,5.26747940172853,,1
Table S1,365,Yamazaki et al. (2012),static_experiment,,55.3,0.3,Au,55.1779149,0.101992449,Fei et al. (2007),1,5.79726,0.000602,19.25315342512851,0.0019992890368773115,1700.0,0.0,experimental_reported,4.74174037481235,4.7904532234844,5.04707742787679,,1
Table S1,366,Yamazaki et al. (2012),static_experiment,,55.4,0.2,Au,55.47778659,0.201006473,Fei et al. (2007),1,5.659101,0.001505,18.794316591165163,0.004998222592193279,1100.0,0.0,experimental_reported,2.42392937671183,2.4785520121301,4.09947696944943,,1
Table S1,367,Yamazaki et al. (2012),static_experiment,,55.8,0.2,Au,55.72519861,0.294323232,Fei et al. (2007),1,5.528166,0.000602,18.35947122564435,0.0019992890368773115,303.0,0.0,experimental_reported,-1.09438548267231,-1.02050847514482,2.1064761675544,,1
Table S1,368,Yamazaki et al. (2012),static_experiment,,56.3,0.3,Au,55.93564552,0.298058502,Fei et al. (2007),1,5.567597,0.000903,18.490424657559814,0.0029989335553159673,700.0,0.0,experimental_reported,-0.0196397266338266,0.0428071596510335,2.49990883417912,,1
Table S1,369,Yamazaki et al. (2012),static_experiment,,56.5,0.2,Au,56.0692623,0.098023186,Fei et al. (2007),1,5.537497,0.001204,18.39046020571595,0.003998578073754623,306.0,0.0,experimental_reported,-0.0497788687800025,0.0240180947846156,3.13949465166046,,1
Table S1,370,Yamazaki et al. (2012),static_experiment,,56.8,0.3,Au,56.43984292,0.202293344,Fei et al. (2007),1,5.683482,0.001204,18.875287797158695,0.003998578073754623,1300.0,0.0,experimental_reported,3.06177436507772,3.113753959915,4.34986004966293,,1
Table S1,371,Yamazaki et al. (2012),static_experiment,,56.8,0.3,Au,56.50921263,0.296376989,Fei et al. (2007),1,5.537497,0.001204,18.39046020571595,0.003998578073754623,500.0,0.0,experimental_reported,-0.366229264598516,-0.298028056277531,2.53512648590595,,1
Table S1,372,Yamazaki et al. (2012),static_experiment,,56.9,0.2,Au,56.62009907,0.098128421,Fei et al. (2007),1,5.53539,0.001204,18.383462694086877,0.003998578073754623,304.0,0.0,experimental_reported,0.346453685696964,0.420299418583213,3.53990609990294,,1
Table S1,373,Yamazaki et al. (2012),static_experiment,,57.2,0.1,Au,56.79345522,0.299965432,Fei et al. (2007),1,5.584152,0.001204,18.54540510607394,0.003998578073754623,900.0,0.0,experimental_reported,0.409821986727458,0.467722340058657,2.56377759974777,,1
Table S1,374,Yamazaki et al. (2012),static_experiment,,57.2,0.3,Au,56.98806916,0.197190551,Fei et al. (2007),1,5.548032,0.001204,18.425447763861303,0.003998578073754623,500.0,0.0,experimental_reported,0.898680653782193,0.966858924167333,3.78786827871566,,1
Table S1,375,Yamazaki et al. (2012),static_experiment,,57.3,0.2,Au,57.38934963,0.09877685,Fei et al. (2007),1,5.545624,0.001505,18.417450607713793,0.004998222592193279,500.0,0.0,experimental_reported,1.12096548542996,1.18914882859021,4.01297719657698,,1
Table S1,376,Yamazaki et al. (2012),static_experiment,,57.7,0.1,Au,57.40600554,0.203207099,Fei et al. (2007),1,5.714184,0.001204,18.97725153803944,0.003998578073754623,1500.0,0.0,experimental_reported,3.99551462424477,4.04542082244621,4.8763897820371,,1
Table S1,377,Yamazaki et al. (2012),static_experiment,,57.8,0.2,Au,57.73938686,0.198758647,Fei et al. (2007),1,5.549838,0.001505,18.431445630971936,0.004998222592193279,700.0,0.0,experimental_reported,0.486959399091965,0.549417459350956,3.03164234802117,,1
Table S1,378,Yamazaki et al. (2012),static_experiment,,57.8,0.3,Au,57.97777002,0.099277003,Fei et al. (2007),1,5.562781,0.000903,18.474430345264796,0.0029989335553159673,700.0,0.0,experimental_reported,1.6728222530194,1.73527158936226,4.19932058496614,,1
