pressure_gpa,volume_a3,volume_ratio
0.00000000000000,29.4680000000000,1.00000000000000
2.84435491069518,29.2353172414236,0.992103883582991
6.06342256682104,28.9835291818582,0.983559426559598
9.70558361141427,28.7120201190115,0.974345735001070
13.8264907104528,28.4204002041554,0.964449579345574
18.4900105229277,28.1082110432862,0.953855403939400
23.7696101078072,27.7751878124538,0.942554221951058
29.7500107480883,27.4212061675001,0.930541813747118
36.5291678030957,27.0460643105073,0.917811331291819
44.2206497003069,26.6498135370875,0.904364515307707
52.9565077013624,26.2325534714328,0.890204746553306
62.8907518683982,25.7944789042041,0.875338635272299
74.2035793884617,25.3358688008506,0.859775648189583
87.1065413469239,24.8570835772874,0.843528016061062
101.848886255709,24.3585574603411,0.826610474424499
118.725387366029,23.8407911638129,0.809040015060842
138.086051875264,23.3043443815725,0.790835631246522
160.348231729044,22.7498283615823,0.772018065752079
186.011819296999,22.1778987503390,0.752609568017477
215.678433059038,21.5892488904228,0.732633666703637
250.075801945491,20.9846037060506,0.712114962197998
290.088975987260,20.3646979472468,0.691078388327909
336.800575052227,19.7303354990428,0.669551225025207
391.543110189891,19.0822916213918,0.647559780826380
455.967583810983,18.4213711641559,0.625131368404909
532.134263393017,17.7483914062352,0.602293722215121
